solve_id,solve_type,method,warm_start,min_search_proportion,threshold_proportion,sub_solve_id,n,p,q,cut_type,cut_value,cuts_sought,cuts_added,search_proportion_used,current_threshold,variables,constraints,cpu_time
0,once,auto,cold,1,,0,120,0.5,0.1,fixed,1000,1123360,1123360,1,,7140,1123361,3358.089056712
0,iterative,auto,warm,0.01,,0,120,0.5,0.1,fixed,1000,100,100,1,,7140,101,0.013530413000353292
0,iterative,auto,warm,0.01,,1,120,0.5,0.1,fixed,1000,1000,1000,0.01,,7140,1101,0.04082928800016816
0,iterative,auto,warm,0.01,,2,120,0.5,0.1,fixed,1000,1000,1000,0.01,,7140,2101,0.08018375299980107
0,iterative,auto,warm,0.01,,3,120,0.5,0.1,fixed,1000,1000,1000,0.01,,7140,3101,0.11485696599993389
0,iterative,auto,warm,0.01,,4,120,0.5,0.1,fixed,1000,1000,1000,0.01,,7140,4101,0.11272831799988126
0,iterative,auto,warm,0.01,,5,120,0.5,0.1,fixed,1000,1000,1000,0.01,,7140,5101,0.96188978400005
0,iterative,auto,warm,0.01,,6,120,0.5,0.1,fixed,1000,1000,1000,0.01,,7140,6101,7.565929379999943
0,iterative,auto,warm,0.01,,7,120,0.5,0.1,fixed,1000,1000,1000,0.01,,7140,7101,28.17633262499976
0,iterative,auto,warm,0.01,,8,120,0.5,0.1,fixed,1000,1000,1000,0.01,,7140,8101,58.42961405799997
0,iterative,auto,warm,0.01,,9,120,0.5,0.1,fixed,1000,1000,1000,0.01,,7140,9101,83.93663365500015
0,iterative,auto,warm,0.01,,10,120,0.5,0.1,fixed,1000,1000,1000,0.01,,7140,10101,86.31192700600013
0,iterative,auto,warm,0.01,,11,120,0.5,0.1,fixed,1000,1000,1000,1,,7140,11101,10.48303173000022
0,iterative,auto,warm,0.1,,0,120,0.5,0.1,fixed,1000,100,100,1,,7140,101,0.015444122000189964
0,iterative,auto,warm,0.1,,1,120,0.5,0.1,fixed,1000,1000,1000,0.1,,7140,1101,0.0452468950002185
0,iterative,auto,warm,0.1,,2,120,0.5,0.1,fixed,1000,1000,1000,0.1,,7140,2101,0.08460021400014739
0,iterative,auto,warm,0.1,,3,120,0.5,0.1,fixed,1000,1000,1000,0.1,,7140,3101,0.15875705300004483
0,iterative,auto,warm,0.1,,4,120,0.5,0.1,fixed,1000,1000,1000,0.1,,7140,4101,0.07597170199960601
0,iterative,auto,warm,0.1,,5,120,0.5,0.1,fixed,1000,1000,1000,0.1,,7140,5101,0.5932038149999244
0,iterative,auto,warm,0.1,,6,120,0.5,0.1,fixed,1000,1000,1000,0.1,,7140,6101,9.383861960000104
0,iterative,auto,warm,0.1,,7,120,0.5,0.1,fixed,1000,1000,1000,0.1,,7140,7101,27.614231394999933
0,iterative,auto,warm,0.1,,8,120,0.5,0.1,fixed,1000,1000,1000,0.1,,7140,8101,60.376784213000064
0,iterative,auto,warm,0.1,,9,120,0.5,0.1,fixed,1000,1000,1000,0.1,,7140,9101,13.338202239000111
0,iterative,auto,warm,0.1,,10,120,0.5,0.1,fixed,1000,1000,1000,1,,7140,10101,0.2675000379999801
0,iterative,auto,warm,1,0.5,0,120,0.5,0.1,fixed,1000,100,100,1,,7140,101,0.01713973599999008
0,iterative,auto,warm,1,0.5,1,120,0.5,0.1,fixed,1000,1000,1000,1,1.0,7140,1101,0.04459421100000327
0,iterative,auto,warm,1,0.5,2,120,0.5,0.1,fixed,1000,1000,1000,1,1.0,7140,2101,0.09649748400033786
0,iterative,auto,warm,1,0.5,3,120,0.5,0.1,fixed,1000,1000,1000,1,1.0,7140,3101,0.193967161999808
0,iterative,auto,warm,1,0.5,4,120,0.5,0.1,fixed,1000,1000,1000,1,1.0,7140,4101,0.1022034520001398
0,iterative,auto,warm,1,0.5,5,120,0.5,0.1,fixed,1000,1000,1000,1,1.0,7140,5101,1.3050042889999531
0,iterative,auto,warm,1,0.5,6,120,0.5,0.1,fixed,1000,1000,1000,1,1.0,7140,6101,9.813426415000322
0,iterative,auto,warm,1,0.5,7,120,0.5,0.1,fixed,1000,1000,1000,1,1.0,7140,7101,26.265538471000127
0,iterative,auto,warm,1,0.5,8,120,0.5,0.1,fixed,1000,1000,1000,1,1.0,7140,8101,51.23997266000015
0,iterative,auto,warm,1,0.5,9,120,0.5,0.1,fixed,1000,1000,1000,1,1.0,7140,9101,61.44553844999973
0,iterative,auto,warm,1,0.5,10,120,0.5,0.1,fixed,1000,1000,779,1,,7140,9880,13.279954940000152
0,iterative,auto,warm,1,0.5,11,120,0.5,0.1,fixed,1000,1000,1000,1,0.9999999999994664,7140,10880,4.315400881000187
0,iterative,auto,warm,1,0.5,12,120,0.5,0.1,fixed,1000,1000,154,1,,7140,11034,0.056886791000124504
0,iterative,auto,warm,1,0.9,0,120,0.5,0.1,fixed,1000,100,100,1,,7140,101,0.0159763629999361
0,iterative,auto,warm,1,0.9,1,120,0.5,0.1,fixed,1000,1000,1000,1,1.0,7140,1101,0.04887623900003746
0,iterative,auto,warm,1,0.9,2,120,0.5,0.1,fixed,1000,1000,1000,1,1.0,7140,2101,0.09341773800042574
0,iterative,auto,warm,1,0.9,3,120,0.5,0.1,fixed,1000,1000,1000,1,1.0,7140,3101,0.16875935600000957
0,iterative,auto,warm,1,0.9,4,120,0.5,0.1,fixed,1000,1000,1000,1,1.0,7140,4101,0.0917366979997496
0,iterative,auto,warm,1,0.9,5,120,0.5,0.1,fixed,1000,1000,1000,1,1.0,7140,5101,0.9945825619997777
0,iterative,auto,warm,1,0.9,6,120,0.5,0.1,fixed,1000,1000,1000,1,1.0,7140,6101,9.584609985000043
0,iterative,auto,warm,1,0.9,7,120,0.5,0.1,fixed,1000,1000,1000,1,1.0,7140,7101,23.778550539999742
0,iterative,auto,warm,1,0.9,8,120,0.5,0.1,fixed,1000,1000,1000,1,1.0,7140,8101,53.59781770800009
0,iterative,auto,warm,1,0.9,9,120,0.5,0.1,fixed,1000,1000,1000,1,1.0,7140,9101,35.040829407000274
0,iterative,auto,warm,1,0.9,10,120,0.5,0.1,fixed,1000,1000,1000,1,1.0,7140,10101,13.605570740000076
0,iterative,auto,warm,1,0.9,11,120,0.5,0.1,fixed,1000,1000,1000,1,1.0,7140,11101,0.08895235700038029
0,iterative,auto,warm,1,0.9,12,120,0.5,0.1,fixed,1000,1000,0,1,,7140,11101,0.00012228599916852545
1,once,auto,cold,1,,0,120,0.5,0.1,fixed,10000,1123360,1123360,1,,7140,1123361,2959.7221924670002
1,iterative,auto,warm,0.01,,0,120,0.5,0.1,fixed,10000,100,100,1,,7140,101,0.014218190999599756
1,iterative,auto,warm,0.01,,1,120,0.5,0.1,fixed,10000,10000,10000,0.1,,7140,10101,0.7781753439994645
1,iterative,auto,warm,0.01,,2,120,0.5,0.1,fixed,10000,10000,10000,0.1,,7140,20101,5.438754959999642
1,iterative,auto,warm,0.01,,3,120,0.5,0.1,fixed,10000,10000,5841,1,,7140,25942,0.146715390999816
1,iterative,auto,warm,0.1,,0,120,0.5,0.1,fixed,10000,100,100,1,,7140,101,0.01459382299981371
1,iterative,auto,warm,0.1,,1,120,0.5,0.1,fixed,10000,10000,10000,0.1,,7140,10101,2.420986608000021
1,iterative,auto,warm,0.1,,2,120,0.5,0.1,fixed,10000,10000,10000,0.1,,7140,20101,95.99509098399994
1,iterative,auto,warm,0.1,,3,120,0.5,0.1,fixed,10000,10000,3468,1,,7140,23569,0.7217235199996139
1,iterative,auto,warm,1,0.5,0,120,0.5,0.1,fixed,10000,100,100,1,,7140,101,0.015309522000279685
1,iterative,auto,warm,1,0.5,1,120,0.5,0.1,fixed,10000,10000,10000,1,1.0,7140,10101,4.283675143999972
1,iterative,auto,warm,1,0.5,2,120,0.5,0.1,fixed,10000,10000,10000,1,1.0,7140,20101,70.07761919699988
1,iterative,auto,warm,1,0.5,3,120,0.5,0.1,fixed,10000,10000,7423,1,,7140,27524,0.29881024499991327
1,iterative,auto,warm,1,0.9,0,120,0.5,0.1,fixed,10000,100,100,1,,7140,101,0.014938430999791308
1,iterative,auto,warm,1,0.9,1,120,0.5,0.1,fixed,10000,10000,10000,1,1.0,7140,10101,3.92376661399976
1,iterative,auto,warm,1,0.9,2,120,0.5,0.1,fixed,10000,10000,10000,1,1.0,7140,20101,66.35695283000041
1,iterative,auto,warm,1,0.9,3,120,0.5,0.1,fixed,10000,10000,10000,1,1.0,7140,30101,19.76844477799932
1,iterative,auto,warm,1,0.9,4,120,0.5,0.1,fixed,10000,10000,102,1,,7140,30203,0.10652280099930067
2,once,auto,cold,1,,0,120,0.5,0.1,fixed,100000,1123360,1123360,1,,7140,1123361,2933.7873861119997
2,iterative,auto,warm,0.1,,0,120,0.5,0.1,fixed,100000,100,100,1,,7140,101,0.01597306199982995
2,iterative,auto,warm,0.1,,1,120,0.5,0.1,fixed,100000,100000,100000,1,,7140,100101,1134.6881519340004
2,iterative,auto,warm,0.1,,2,120,0.5,0.1,fixed,100000,100000,79378,1,,7140,179479,129.09043556199867
2,iterative,auto,warm,1,0.5,0,120,0.5,0.1,fixed,100000,100,100,1,,7140,101,0.014937796000594972
2,iterative,auto,warm,1,0.5,1,120,0.5,0.1,fixed,100000,100000,100000,1,,7140,100101,425.8940476960015
2,iterative,auto,warm,1,0.5,2,120,0.5,0.1,fixed,100000,100000,97474,1,,7140,197575,419.3893148290008
2,iterative,auto,warm,1,0.9,0,120,0.5,0.1,fixed,100000,100,100,1,,7140,101,0.014957383000364644
2,iterative,auto,warm,1,0.9,1,120,0.5,0.1,fixed,100000,100000,100000,1,,7140,100101,1257.0242839370003
2,iterative,auto,warm,1,0.9,2,120,0.5,0.1,fixed,100000,100000,74768,1,,7140,174869,120.52545075600028
3,once,auto,cold,1,,0,120,0.5,0.1,fixed,1000000,1123360,1123360,1,,7140,1123361,2683.6313352769994
4,once,auto,cold,1,,0,120,0.5,0.2,fixed,1000,1123360,1123360,1,,7140,1123361,5748.101590794999
4,iterative,auto,warm,0.01,,0,120,0.5,0.2,fixed,1000,100,100,1,,7140,101,0.0144188589983969
4,iterative,auto,warm,0.01,,1,120,0.5,0.2,fixed,1000,1000,1000,0.01,,7140,1101,0.04268575200330815
