solve_id,solve_type,method,warm_start,sub_solve_id,n,p,q,cut_type,cut_value,cuts_sought,cuts_added,variables,constraints,cpu_time
0,once,dual,cold,0,30,0.5,0.1,proportion,0.01,16240,16240,435,16241,0.24270723500000013
0,iterative,dual,warm,0,30,0.5,0.1,proportion,0.01,100,100,435,101,0.002819101000000046
0,iterative,dual,warm,1,30,0.5,0.1,proportion,0.01,162,162,435,263,0.003787983999999689
0,iterative,dual,warm,2,30,0.5,0.1,proportion,0.01,162,162,435,425,0.010303127000000245
0,iterative,dual,warm,3,30,0.5,0.1,proportion,0.01,162,162,435,587,0.012943267000000702
0,iterative,dual,warm,4,30,0.5,0.1,proportion,0.01,162,162,435,749,0.02057088400000051
0,iterative,dual,warm,5,30,0.5,0.1,proportion,0.01,162,162,435,911,0.03598003599999977
0,iterative,dual,warm,6,30,0.5,0.1,proportion,0.01,162,162,435,1073,0.03765423300000048
0,iterative,dual,warm,7,30,0.5,0.1,proportion,0.01,162,162,435,1235,0.08055153199999943
0,iterative,dual,warm,8,30,0.5,0.1,proportion,0.01,162,162,435,1397,0.09475485699999986
0,iterative,dual,warm,9,30,0.5,0.1,proportion,0.01,162,162,435,1559,0.032802165999999744
0,iterative,dual,cold,0,30,0.5,0.1,proportion,0.01,100,100,435,101,0.002966235999999789
0,iterative,dual,cold,1,30,0.5,0.1,proportion,0.01,162,162,435,263,0.0019336909999996266
0,iterative,dual,cold,2,30,0.5,0.1,proportion,0.01,162,162,435,425,0.01016920400000032
0,iterative,dual,cold,3,30,0.5,0.1,proportion,0.01,162,162,435,587,0.004520209999999025
0,iterative,dual,cold,4,30,0.5,0.1,proportion,0.01,162,162,435,749,0.026074213000001123
0,iterative,dual,cold,5,30,0.5,0.1,proportion,0.01,162,162,435,911,0.019719666000000302
0,iterative,dual,cold,6,30,0.5,0.1,proportion,0.01,162,162,435,1073,0.0686420279999993
0,iterative,dual,cold,7,30,0.5,0.1,proportion,0.01,162,162,435,1235,0.06680204299999914
0,iterative,dual,cold,8,30,0.5,0.1,proportion,0.01,162,162,435,1397,0.0034569009999998457
0,iterative,dual,cold,9,30,0.5,0.1,proportion,0.01,162,162,435,1559,0.0019080089999992111
0,iterative,dual,cold,10,30,0.5,0.1,proportion,0.01,162,162,435,1721,0.00198693499999969
0,iterative,dual,cold,11,30,0.5,0.1,proportion,0.01,162,162,435,1883,0.0021108889999990055
0,iterative,dual,cold,12,30,0.5,0.1,proportion,0.01,162,162,435,2045,0.002223407999998983
0,iterative,dual,cold,13,30,0.5,0.1,proportion,0.01,162,162,435,2207,0.0022472579999988085
0,iterative,dual,cold,14,30,0.5,0.1,proportion,0.01,162,162,435,2369,0.002383234999999928
0,iterative,dual,cold,15,30,0.5,0.1,proportion,0.01,162,162,435,2531,0.00247466400000107
0,iterative,dual,cold,16,30,0.5,0.1,proportion,0.01,162,162,435,2693,0.002613559000000265
0,iterative,dual,cold,17,30,0.5,0.1,proportion,0.01,162,162,435,2855,0.002563035999999741
0,iterative,dual,cold,18,30,0.5,0.1,proportion,0.01,162,162,435,3017,0.0026663750000004427
0,iterative,dual,cold,19,30,0.5,0.1,proportion,0.01,162,162,435,3179,0.002776217000000969
0,iterative,dual,cold,20,30,0.5,0.1,proportion,0.01,162,162,435,3341,0.0028819190000000106
0,iterative,dual,cold,21,30,0.5,0.1,proportion,0.01,162,162,435,3503,0.0029456799999998395
0,iterative,dual,cold,22,30,0.5,0.1,proportion,0.01,162,162,435,3665,0.0031189620000002805
0,iterative,dual,cold,23,30,0.5,0.1,proportion,0.01,162,94,435,3759,0.0030540009999988627
0,once,auto,cold,0,30,0.5,0.1,proportion,0.01,16240,16240,435,16241,0.23298887700000037
0,iterative,auto,warm,0,30,0.5,0.1,proportion,0.01,100,100,435,101,0.003073358999998277
0,iterative,auto,warm,1,30,0.5,0.1,proportion,0.01,162,162,435,263,0.0038940119999999467
0,iterative,auto,warm,2,30,0.5,0.1,proportion,0.01,162,162,435,425,0.009530122000001029
0,iterative,auto,warm,3,30,0.5,0.1,proportion,0.01,162,162,435,587,0.013419799999999427
0,iterative,auto,warm,4,30,0.5,0.1,proportion,0.01,162,162,435,749,0.03349402499999954
0,iterative,auto,warm,5,30,0.5,0.1,proportion,0.01,162,162,435,911,0.04042622700000109
