solve_id,solve_type,method,warm_start,sub_solve_id,n,p,q,cut_type,cut_value,cuts_sought,cuts_added,variables,constraints,cpu_time
0,once,dual,cold,0,70,0.5,0.1,proportion,0.01,218960,218960,2415,218961,38.699710311
0,iterative,dual,warm,0,70,0.5,0.1,proportion,0.01,100,100,2415,101,0.005524334000000408
0,iterative,dual,warm,1,70,0.5,0.1,proportion,0.01,2189,2189,2415,2290,0.03460371700000309
0,iterative,dual,warm,2,70,0.5,0.1,proportion,0.01,2189,2189,2415,4479,0.28400734799999583
0,iterative,dual,warm,3,70,0.5,0.1,proportion,0.01,2189,2189,2415,6668,0.7296290550000037
0,iterative,dual,warm,4,70,0.5,0.1,proportion,0.01,2189,2189,2415,8857,1.046361817999994
0,iterative,dual,warm,5,70,0.5,0.1,proportion,0.01,2189,2189,2415,11046,2.2612046539999966
0,iterative,dual,warm,6,70,0.5,0.1,proportion,0.01,2189,2189,2415,13235,14.89975686999999
0,iterative,dual,warm,7,70,0.5,0.1,proportion,0.01,2189,2189,2415,15424,29.324265002999994
0,iterative,dual,warm,8,70,0.5,0.1,proportion,0.01,2189,2189,2415,17613,17.433679017000003
0,iterative,dual,warm,9,70,0.5,0.1,proportion,0.01,2189,2189,2415,19802,18.845819244000012
0,iterative,dual,warm,10,70,0.5,0.1,proportion,0.01,2189,2189,2415,21991,19.602031196000013
0,iterative,dual,warm,11,70,0.5,0.1,proportion,0.01,2189,2189,2415,24180,22.170553146999993
0,iterative,dual,warm,12,70,0.5,0.1,proportion,0.01,2189,2189,2415,26369,23.95349360200001
0,iterative,dual,warm,13,70,0.5,0.1,proportion,0.01,2189,2189,2415,28558,26.494525277000008
0,iterative,dual,warm,14,70,0.5,0.1,proportion,0.01,2189,2189,2415,30747,26.16913099100003
0,iterative,dual,warm,15,70,0.5,0.1,proportion,0.01,2189,2189,2415,32936,19.055710113000032
0,iterative,dual,warm,16,70,0.5,0.1,proportion,0.01,2189,2189,2415,35125,17.760595403000025
0,iterative,dual,warm,17,70,0.5,0.1,proportion,0.01,2189,2189,2415,37314,17.57891768799999
0,iterative,dual,warm,18,70,0.5,0.1,proportion,0.01,2189,2189,2415,39503,19.229923394000025
0,iterative,dual,warm,19,70,0.5,0.1,proportion,0.01,2189,2189,2415,41692,19.16207659700001
0,iterative,dual,warm,20,70,0.5,0.1,proportion,0.01,2189,2189,2415,43881,20.123790224000004
0,iterative,dual,warm,21,70,0.5,0.1,proportion,0.01,2189,2189,2415,46070,19.387153257000023
0,iterative,dual,warm,22,70,0.5,0.1,proportion,0.01,2189,2189,2415,48259,17.61476578700001
0,iterative,dual,warm,23,70,0.5,0.1,proportion,0.01,2189,2189,2415,50448,19.678495311000006
0,iterative,dual,warm,24,70,0.5,0.1,proportion,0.01,2189,2189,2415,52637,18.93509703699999
0,iterative,dual,warm,25,70,0.5,0.1,proportion,0.01,2189,2189,2415,54826,18.46895725999991
0,iterative,dual,warm,26,70,0.5,0.1,proportion,0.01,2189,2189,2415,57015,18.35326584300003
0,iterative,dual,warm,27,70,0.5,0.1,proportion,0.01,2189,2189,2415,59204,20.14617591000001
0,iterative,dual,warm,28,70,0.5,0.1,proportion,0.01,2189,2189,2415,61393,18.103978442000084
0,iterative,dual,warm,29,70,0.5,0.1,proportion,0.01,2189,2189,2415,63582,19.382247377999988
0,iterative,dual,warm,30,70,0.5,0.1,proportion,0.01,2189,2189,2415,65771,19.01162857299994
0,iterative,dual,warm,31,70,0.5,0.1,proportion,0.01,2189,2189,2415,67960,20.041771049999966
0,iterative,dual,warm,32,70,0.5,0.1,proportion,0.01,2189,2189,2415,70149,20.715907664999918
0,iterative,dual,warm,33,70,0.5,0.1,proportion,0.01,2189,2189,2415,72338,21.47942469599991
0,iterative,dual,warm,34,70,0.5,0.1,proportion,0.01,2189,2189,2415,74527,20.222957212999972
