solve_id,solve_type,method,warm_start,n,p,q,cut_type,cut_value,max_variables,max_constraints,total_cpu_time,gurobi_cpu_time,non_gurobi_cpu_time,objective_value
0,once,dual,cold,70,0.5,0.1,proportion,0.01,2415,218961,47.888928486000005,38.699710311,9.189218175000008,129.99999999999767
0,iterative,dual,warm,70,0.5,0.1,proportion,0.01,2415,165843,1975.879631005,1770.4651908689996,205.4144401360004,130.00000000000082
0,iterative,dual,cold,70,0.5,0.1,proportion,0.01,2415,76732,146.880239352,23.716552734002107,123.16368661799788,130.00000000000162
0,once,auto,cold,70,0.5,0.1,proportion,0.01,2415,218961,158.24014260700005,148.26671258399983,9.973430023000219,129.9999999999994
0,iterative,auto,warm,70,0.5,0.1,proportion,0.01,2415,165363,7872.316394747,7661.053541257992,211.2628534890082,130.0000000000042
0,iterative,auto,cold,70,0.5,0.1,proportion,0.01,2415,92082,176.0563257770009,30.22818418699717,145.82814159000372,129.99999999999133
1,once,dual,cold,70,0.5,0.1,proportion,0.1,2415,218961,43.54861477099985,34.46616357300081,9.082451197999035,128.00000000000415
1,iterative,dual,warm,70,0.5,0.1,proportion,0.1,2415,166963,622.3475134710006,575.913939459997,46.43357401100366,127.99999999996858
1,iterative,dual,cold,70,0.5,0.1,proportion,0.1,2415,99859,76.26381264500014,53.541840062998745,22.7219725820014,127.99999999999855
1,once,auto,cold,70,0.5,0.1,proportion,0.1,2415,218961,145.04834744099935,135.62427929300065,9.424068147998696,128.00000000000415
1,iterative,auto,warm,70,0.5,0.1,proportion,0.1,2415,167430,2688.396768466,2643.589354133999,44.80741433200092,127.99999999998715
1,iterative,auto,cold,70,0.5,0.1,proportion,0.1,2415,108562,65.34641928900055,42.188552690002325,23.157866598998226,128.00000000000347
2,once,dual,cold,70,0.5,0.2,proportion,0.01,2415,218961,104.76429744599955,95.66107618800015,9.103221257999394,257.0000000000064
2,iterative,dual,warm,70,0.5,0.2,proportion,0.01,2415,166647,5441.134015824,5236.577464414988,204.55655140901217,256.9999999999969
2,iterative,dual,cold,70,0.5,0.2,proportion,0.01,2415,94115,419.0336119809981,277.005738328,142.0278736529981,257.0000000000052
2,once,auto,cold,70,0.5,0.2,proportion,0.01,2415,218961,151.75096804200075,141.82164994599952,9.929318096001225,257.00000000000523
2,iterative,auto,warm,70,0.5,0.2,proportion,0.01,2415,166011,9750.27754096,9537.533386253992,212.74415470600798,256.99999999999284
2,iterative,auto,cold,70,0.5,0.2,proportion,0.01,2415,93265,407.68166534400007,262.8332128419934,144.8484525020067,256.99999999995504
3,once,dual,cold,70,0.5,0.2,proportion,0.1,2415,218961,120.82581671300068,111.2180205500008,9.607796162999875,247.3031249999972
3,iterative,dual,warm,70,0.5,0.2,proportion,0.1,2415,46336,546.2053224939991,504.50426654299736,41.70105595100176,247.30312500000227
3,iterative,dual,cold,70,0.5,0.2,proportion,0.1,2415,45029,213.0439490839999,196.48415762199875,16.559791462001158,247.30312499999758
3,once,auto,cold,70,0.5,0.2,proportion,0.1,2415,218961,92.84274160600035,83.53894155799935,9.303800048000994,247.30312500000025
3,iterative,auto,warm,70,0.5,0.2,proportion,0.1,2415,45804,828.9103104049973,784.6886729569997,44.22163744799764,247.30312500000008
3,iterative,auto,cold,70,0.5,0.2,proportion,0.1,2415,46012,197.7241389990013,175.1645513070107,22.5595876919906,247.30312500000014
4,once,dual,cold,70,0.8,0.1,proportion,0.01,2415,218961,19.83304824700099,10.723222148000787,9.109826099000202,132.0000000000102
4,iterative,dual,warm,70,0.8,0.1,proportion,0.01,2415,163867,836.2650902720015,619.7705790159562,216.49451125604537,131.99999999999994
4,iterative,dual,cold,70,0.8,0.1,proportion,0.01,2415,26766,59.1203682599953,6.567252865999762,52.55311539399554,132.0
4,once,auto,cold,70,0.8,0.1,proportion,0.01,2415,218961,64.75979171200015,55.375043419000576,9.384748292999575,132.0000000000102
4,iterative,auto,warm,70,0.8,0.1,proportion,0.01,2415,8857,23.35504771900014,3.208684062003158,20.146363656996982,132.0
4,iterative,auto,cold,70,0.8,0.1,proportion,0.01,2415,32016,63.834311417005665,3.8317066640011035,60.00260475300456,132.0
5,once,dual,cold,70,0.8,0.1,proportion,0.1,2415,218961,19.143451202995493,10.050920659996336,9.092530542999157,129.99999999999918
5,iterative,dual,warm,70,0.8,0.1,proportion,0.1,2415,156960,204.23966693100374,151.0384440319831,53.20122289902065,130.00000000000023
5,iterative,dual,cold,70,0.8,0.1,proportion,0.1,2415,42395,29.706423947995063,16.582384756002284,13.124039191992779,130.0
5,once,auto,cold,70,0.8,0.1,proportion,0.1,2415,218961,63.09073759799503,53.830563163995976,9.260174433999055,129.99999999999918
5,iterative,auto,warm,70,0.8,0.1,proportion,0.1,2415,161524,2058.523875421997,1999.076312860001,59.447562561996165,129.99999999999994
5,iterative,auto,cold,70,0.8,0.1,proportion,0.1,2415,95802,37.19759787599469,13.712786617004895,23.484811258989794,130.0
6,once,dual,cold,70,0.8,0.2,proportion,0.01,2415,218961,24.346107363002375,15.21510717599449,9.131000187007885,223.9999999999966
6,iterative,dual,warm,70,0.8,0.2,proportion,0.01,2415,164398,947.8487176729977,743.9816379190088,203.86707975398895,224.00000000000043
6,iterative,dual,cold,70,0.8,0.2,proportion,0.01,2415,61353,111.2253844279985,9.566745701005857,101.65863872699265,223.99999999999886
6,once,auto,cold,70,0.8,0.2,proportion,0.01,2415,218961,79.9902377690014,70.59800335399632,9.392234415005078,223.9999999999966
6,iterative,auto,warm,70,0.8,0.2,proportion,0.01,2415,164384,5830.7993080410015,5611.079061051001,219.7202469900003,223.99999999999818
6,iterative,auto,cold,70,0.8,0.2,proportion,0.01,2415,32854,70.01101044500683,8.875316524012305,61.13569392099453,224.00000000000003
7,once,dual,cold,70,0.8,0.2,proportion,0.1,2415,218961,26.353327359000104,17.26735432499845,9.085973034001654,245.00000000000531
7,iterative,dual,warm,70,0.8,0.2,proportion,0.1,2415,22915,14.304786733999208,1.6959128129965393,12.608873921002669,245.0
7,iterative,dual,cold,70,0.8,0.2,proportion,0.1,2415,53610,38.87784158499562,19.47225819700543,19.40558338799019,245.0
7,once,auto,cold,70,0.8,0.2,proportion,0.1,2415,218961,86.37490802799584,76.9943573250057,9.38055070299015,245.00000000000531
7,iterative,auto,warm,70,0.8,0.2,proportion,0.1,2415,22199,32.097412880000775,19.620967267001106,12.476445612999669,245.0
7,iterative,auto,cold,70,0.8,0.2,proportion,0.1,2415,53385,36.94309864599927,20.597442325000884,16.345656320998387,244.99999999999997
8,once,dual,cold,70,0.5,0.1,proportion,0.01,2415,218961,47.72694208499888,38.671149009001965,9.055793075996917,122.9999999999962
8,iterative,dual,warm,70,0.5,0.1,proportion,0.01,2415,165251,1943.7345588640019,1736.4336734130338,207.30088545096805,123.00000000001232
8,iterative,dual,cold,70,0.5,0.1,proportion,0.01,2415,90253,180.42734820699843,41.17793820499355,139.24941000200488,122.99999999999027
8,once,auto,cold,70,0.5,0.1,proportion,0.01,2415,218961,159.23717708500044,149.9364097229991,9.300767362001352,122.9999999999962
8,iterative,auto,warm,70,0.5,0.1,proportion,0.01,2415,165726,7285.654516942006,7078.853302795018,206.80121414698806,122.99999999999108
8,iterative,auto,cold,70,0.5,0.1,proportion,0.01,2415,87523,165.18009863099724,27.742947589991672,137.43715104100556,122.99999999999588
9,once,dual,cold,70,0.5,0.1,proportion,0.1,2415,218961,39.55587097699754,30.49696351699822,9.058907459999318,123.99999999999757
9,iterative,dual,warm,70,0.5,0.1,proportion,0.1,2415,168209,534.5015633010044,491.9142020110012,42.58736129000317,123.99999999999605
9,iterative,dual,cold,70,0.5,0.1,proportion,0.1,2415,100466,68.96210252500168,46.227283235006325,22.734819289995357,123.99999999999565
9,once,auto,cold,70,0.5,0.1,proportion,0.1,2415,218961,130.7203687930014,121.3733582010027,9.347010591998696,123.99999999999757
9,iterative,auto,warm,70,0.5,0.1,proportion,0.1,2415,168470,2802.5091325739995,2756.1252010679673,46.38393150603224,123.99999999999925
9,iterative,auto,cold,70,0.5,0.1,proportion,0.1,2415,106198,69.80591373799689,46.912511601003644,22.893402136993245,124.00000000000018
10,once,dual,cold,70,0.5,0.2,proportion,0.01,2415,218961,146.44149430200196,137.3165933240016,9.124900978000369,258.5913779423433
10,iterative,dual,warm,70,0.5,0.2,proportion,0.01,2415,25758,1276.7246842950044,1192.9355464829932,83.78913781201118,258.59137794234283
10,iterative,dual,cold,70,0.5,0.2,proportion,0.01,2415,24633,297.96497388999705,245.047390325999,52.91758356399805,258.59137794234323
10,once,auto,cold,70,0.5,0.2,proportion,0.01,2415,218961,65.99312827500398,56.7164100480004,9.276718227003585,258.5913779423427
10,iterative,auto,warm,70,0.5,0.2,proportion,0.01,2415,26705,910.1138360589975,822.7193304639804,87.39450559501711,258.5913779423428
10,iterative,auto,cold,70,0.5,0.2,proportion,0.01,2415,25010,345.3162863710022,290.73915756300266,54.57712880799954,258.59137794234346
11,once,dual,cold,70,0.5,0.2,proportion,0.1,2415,218961,133.12066383899946,124.06844871800422,9.052215120995243,254.9999999999924
11,iterative,dual,warm,70,0.5,0.2,proportion,0.1,2415,170996,2504.1779537300026,2461.1458986179714,43.03205511203123,254.99999999998548
11,iterative,dual,cold,70,0.5,0.2,proportion,0.1,2415,129858,244.4997208670029,218.96622831999412,25.53349254700879,255.00000000000043
11,once,auto,cold,70,0.5,0.2,proportion,0.1,2415,218961,163.72955571399507,154.2547129550003,9.474842758994782,254.99999999999892
11,iterative,auto,warm,70,0.5,0.2,proportion,0.1,2415,170360,3620.4191600460035,3576.1086452580203,44.310514787983266,255.00000000000182
11,iterative,auto,cold,70,0.5,0.2,proportion,0.1,2415,97859,233.05764332099352,210.14573945199663,22.911903868996887,254.9999999999996
12,once,dual,cold,70,0.8,0.1,proportion,0.01,2415,218961,20.995906648007804,11.370104492991231,9.625802155016572,126.00000000000074
12,iterative,dual,warm,70,0.8,0.1,proportion,0.01,2415,8857,23.137569616010296,2.541429856006289,20.596139760004007,126.0
12,iterative,dual,cold,70,0.8,0.1,proportion,0.01,2415,35838,73.24014655199426,5.752490807004506,67.48765574498975,126.0
12,once,auto,cold,70,0.8,0.1,proportion,0.01,2415,218961,64.33797091900487,54.524128178993124,9.81384274001175,126.00000000000074
12,iterative,auto,warm,70,0.8,0.1,proportion,0.01,2415,11046,39.97732083700248,15.621977928996785,24.355342908005696,126.0
12,iterative,auto,cold,70,0.8,0.1,proportion,0.01,2415,39497,77.85019214199565,6.219597650968353,71.6305944910273,125.99999999999999
13,once,dual,cold,70,0.8,0.1,proportion,0.1,2415,218961,20.736636254994664,11.184719422002672,9.551916832991992,129.00000000000165
13,iterative,dual,warm,70,0.8,0.1,proportion,0.1,2415,163597,402.5961690300028,338.9956369770225,63.60053205298027,129.0000000000001
13,iterative,dual,cold,70,0.8,0.1,proportion,0.1,2415,85848,41.509902220001095,20.89396651298739,20.615935707013705,129.00000000000006
13,once,auto,cold,70,0.8,0.1,proportion,0.1,2415,218961,64.45781826000893,54.50560866900196,9.952209591006977,129.00000000000165
13,iterative,auto,warm,70,0.8,0.1,proportion,0.1,2415,163249,2318.766316088004,2256.304657515997,62.461658572006854,129.0000000000002
13,iterative,auto,cold,70,0.8,0.1,proportion,0.1,2415,79621,40.1763318440062,19.86016242702317,20.31616941698303,129.0
14,once,dual,cold,70,0.8,0.2,proportion,0.01,2415,218961,26.78428485999757,17.11599222100631,9.668292638991261,231.0000000000023
14,iterative,dual,warm,70,0.8,0.2,proportion,0.01,2415,164496,1236.8738305269944,1019.4194512400136,217.45437928698084,231.00000000000796
14,iterative,dual,cold,70,0.8,0.2,proportion,0.01,2415,57297,117.77691906700784,16.848286786014796,100.92863228099304,230.9999999999999
14,once,auto,cold,70,0.8,0.2,proportion,0.01,2415,218961,84.78621190499689,74.80041443699156,9.98579746800533,231.0000000000023
14,iterative,auto,warm,70,0.8,0.2,proportion,0.01,2415,164596,5716.552849265005,5500.044725631058,216.50812363394652,231.00000000000088
14,iterative,auto,cold,70,0.8,0.2,proportion,0.01,2415,47898,100.15879619299085,15.499925535987131,84.65887065700372,230.9999999999966
15,once,dual,cold,70,0.8,0.2,proportion,0.1,2415,218961,28.832016632004525,19.169020452987752,9.662996179016773,246.0000000000008
15,iterative,dual,warm,70,0.8,0.2,proportion,0.1,2415,164723,609.8074692530063,544.2406789580273,65.566790294979,245.99999999999844
15,iterative,dual,cold,70,0.8,0.2,proportion,0.1,2415,48034,42.367753566999454,25.43948142802401,16.928272138975444,245.99999999999991
15,once,auto,cold,70,0.8,0.2,proportion,0.1,2415,218961,88.52849856599641,78.69544711300114,9.833051452995278,246.0000000000008
15,iterative,auto,warm,70,0.8,0.2,proportion,0.1,2415,164721,2465.791341897988,2411.631831322011,54.15951057597704,246.00000000000176
15,iterative,auto,cold,70,0.8,0.2,proportion,0.1,2415,46283,37.65019524200761,20.722976212011417,16.927219029996195,246.00000000000009
16,once,dual,cold,70,0.5,0.1,proportion,0.01,2415,218961,43.81900924500951,34.202345221012365,9.616664023997146,129.00000000000472
16,iterative,dual,warm,70,0.5,0.1,proportion,0.01,2415,165280,1734.5563055450039,1523.7709979149513,210.78530763005256,128.99999999998855
16,iterative,dual,cold,70,0.5,0.1,proportion,0.01,2415,71452,143.37812137599394,25.21032985400234,118.1677915219916,129.00000000000068
16,once,auto,cold,70,0.5,0.1,proportion,0.01,2415,218961,138.7225438119931,128.69757247100642,10.024971340986667,129.00000000000472
16,iterative,auto,warm,70,0.5,0.1,proportion,0.01,2415,165586,7494.030815385006,7280.851773214963,213.17904217004252,128.99999999998983
16,iterative,auto,cold,70,0.5,0.1,proportion,0.01,2415,88666,176.6827298589924,37.051281611056766,139.63144824793562,128.99999999998388
17,once,dual,cold,70,0.5,0.1,proportion,0.1,2415,218961,44.305730036998284,34.56050982000306,9.745220216995222,118.00000000000074
17,iterative,dual,warm,70,0.5,0.1,proportion,0.1,2415,168526,617.3131795869995,571.6239730269881,45.68920656001137,117.99999999998828
17,iterative,dual,cold,70,0.5,0.1,proportion,0.1,2415,114050,81.4527246439975,55.28791587798332,26.164808766014175,118.00000000000006
17,once,auto,cold,70,0.5,0.1,proportion,0.1,2415,218961,139.89155612300965,129.9519170489948,9.939639074014849,118.00000000000074
17,iterative,auto,warm,70,0.5,0.1,proportion,0.1,2415,168399,2662.377008801006,2616.762612827006,45.61439597400022,118.00000000001731
17,iterative,auto,cold,70,0.5,0.1,proportion,0.1,2415,120181,151.87872001100914,125.58431519297301,26.294404818036128,118.00000000001107
18,once,dual,cold,70,0.5,0.2,proportion,0.01,2415,218961,101.66323840100085,92.24931326499791,9.413925136002945,248.00000000000819
18,iterative,dual,warm,70,0.5,0.2,proportion,0.01,2415,166428,6007.331175693995,5796.237870421959,211.09330527203565,248.0000000000063
