solve_id,solve_type,method,warm_start,n,p,q,cut_type,cut_value,max_variables,max_constraints,total_cpu_time,gurobi_cpu_time,non_gurobi_cpu_time,objective_value
0,once,dual,cold,10,0.5,0.1,fixed,10,45,481,0.03932822000000025,0.0065037789999999865,0.03282444100000026,1.0000000000000002
0,iterative,dual,warm,10,0.5,0.1,fixed,10,45,141,0.051322579000000264,0.007963632000000056,0.0433589470000002,1.0
0,iterative,dual,cold,10,0.5,0.1,fixed,10,45,151,0.05412341099999996,0.005255103000000093,0.04886830799999986,1.0
0,once,auto,cold,10,0.5,0.1,fixed,10,45,481,0.03640050799999983,0.005849035999999863,0.03055147199999997,1.0000000000000002
0,iterative,auto,warm,10,0.5,0.1,fixed,10,45,141,0.051575705999999936,0.008919292999999941,0.042656413,1.0
0,iterative,auto,cold,10,0.5,0.1,fixed,10,45,163,0.0656865360000003,0.005251047000000232,0.060435489000000064,1.0
1,once,dual,cold,10,0.5,0.1,fixed,30,45,481,0.03268991900000007,0.004363721999999903,0.028326197000000164,1.0
1,iterative,dual,warm,10,0.5,0.1,fixed,30,45,161,0.034667492999999716,0.004549185000000122,0.030118307999999594,1.0
1,iterative,dual,cold,10,0.5,0.1,fixed,30,45,161,0.033207003000000235,0.0035327460000003095,0.029674256999999926,1.0
1,once,auto,cold,10,0.5,0.1,fixed,30,45,481,0.028189584000000163,0.004356779000000088,0.023832805000000068,1.0
1,iterative,auto,warm,10,0.5,0.1,fixed,30,45,131,0.026491920999999863,0.0030214619999995307,0.02347045900000033,1.0
1,iterative,auto,cold,10,0.5,0.1,fixed,30,45,158,0.03223901599999968,0.002248860999999991,0.029990154999999682,1.0
2,once,dual,cold,10,0.5,0.1,fixed,100,45,481,0.02791126499999974,0.00430418599999971,0.02360707900000003,4.0
2,iterative,dual,warm,10,0.5,0.1,fixed,100,45,182,0.02806217899999996,0.003679798999999928,0.02438238000000004,4.0
2,iterative,dual,cold,10,0.5,0.1,fixed,100,45,178,0.033417156000000066,0.0034824410000000587,0.029934715,4.0
2,once,auto,cold,10,0.5,0.1,fixed,100,45,481,0.028098146000000046,0.004272736000000332,0.023825409999999717,4.0
