solve_id,solve_type,method,warm_start,min_search_proportion,threshold_proportion,remove_constraints,zero_slack_likelihood,n,p,q,cut_type,cut_value,max_variables,max_constraints,total_cpu_time,gurobi_cpu_time,non_gurobi_cpu_time,objective_value
5,once,auto,cold,1,,False,0,90,0.5,0.2,fixed,1000,4005,469921,215.9540329930005,194.5206399760009,21.433393016999617,429.63831719128154
5,iterative,auto,warm,1,,False,0,90,0.5,0.2,fixed,1000,4005,12227,401.81291740800043,381.30241353099336,20.510503877007068,429.6383171912824
5,iterative,auto,warm,1,,True,0,90,0.5,0.2,fixed,1000,4005,5004,472.8334296719986,333.63451216101384,139.19891751098476,429.63831719128433
5,iterative,auto,warm,1,,True,0.1,90,0.5,0.2,fixed,1000,4005,5003,1692.0524553799987,1512.5716510350212,179.4808043449775,429.638317191283
5,iterative,auto,warm,1,,True,0.3,90,0.5,0.2,fixed,1000,4005,5003,3671.9593638279985,3448.3440637139684,223.6153001140301,429.638317191283
