solve_id,solve_type,method,warm_start,min_search_proportion,threshold_proportion,sub_solve_id,n,p,q,cut_type,cut_value,cuts_sought,cuts_added,search_proportion_used,current_threshold,variables,constraints,cpu_time
0,once,auto,cold,1,,0,30,0.5,0.1,fixed,1000,16240,16240,1,,435,16241,0.5793434829999997
0,iterative,auto,warm,1,,0,30,0.5,0.1,fixed,1000,100,100,1,,435,101,0.0028905419999993853
0,iterative,auto,warm,1,,1,30,0.5,0.1,fixed,1000,1000,1000,1,,435,1101,0.08601109900000026
0,iterative,auto,warm,1,,2,30,0.5,0.1,fixed,1000,1000,1000,1,,435,2101,0.05397001100000054
1,once,auto,cold,1,,0,30,0.5,0.1,fixed,10000,16240,16240,1,,435,16241,0.6835221040000006
1,iterative,auto,warm,1,,0,30,0.5,0.1,fixed,10000,100,100,1,,435,101,0.0031342750000007413
1,iterative,auto,warm,1,,1,30,0.5,0.1,fixed,10000,10000,2055,1,,435,2156,0.05302733700000051
1,iterative,auto,warm,1,,2,30,0.5,0.1,fixed,10000,10000,1993,1,,435,4149,0.027607948999999188
2,once,auto,cold,1,,0,30,0.5,0.1,fixed,100000,16240,16240,1,,435,16241,1.1661599650000003
3,once,auto,cold,1,,0,30,0.5,0.1,fixed,1000000,16240,16240,1,,435,16241,0.47919207600000036
4,once,auto,cold,1,,0,30,0.5,0.2,fixed,1000,16240,16240,1,,435,16241,0.9035310540000001
4,iterative,auto,warm,1,,0,30,0.5,0.2,fixed,1000,100,100,1,,435,101,0.002912256000000113
4,iterative,auto,warm,1,,1,30,0.5,0.2,fixed,1000,1000,1000,1,,435,1101,0.07454199100000025
4,iterative,auto,warm,1,,2,30,0.5,0.2,fixed,1000,1000,1000,1,,435,2101,0.10835240399999968
5,once,auto,cold,1,,0,30,0.5,0.2,fixed,10000,16240,16240,1,,435,16241,4.156175243999998
5,iterative,auto,warm,1,,0,30,0.5,0.2,fixed,10000,100,100,1,,435,101,0.003404579000001462
5,iterative,auto,warm,1,,1,30,0.5,0.2,fixed,10000,10000,2029,1,,435,2130,0.2818115519999971
5,iterative,auto,warm,1,,2,30,0.5,0.2,fixed,10000,10000,1873,1,,435,4003,0.5443409290000005
5,iterative,auto,warm,1,,3,30,0.5,0.2,fixed,10000,10000,1,1,,435,4004,0.006325536999998604
6,once,auto,cold,1,,0,30,0.5,0.2,fixed,100000,16240,16240,1,,435,16241,0.6987606809999996
7,once,auto,cold,1,,0,30,0.5,0.2,fixed,1000000,16240,16240,1,,435,16241,2.7689099169999984
8,once,auto,cold,1,,0,30,0.8,0.1,fixed,1000,16240,16240,1,,435,16241,0.3838308280000007
8,iterative,auto,warm,1,,0,30,0.8,0.1,fixed,1000,100,100,1,,435,101,0.003281347999998019
8,iterative,auto,warm,1,,1,30,0.8,0.1,fixed,1000,1000,1000,1,,435,1101,0.030076729999997553
8,iterative,auto,warm,1,,2,30,0.8,0.1,fixed,1000,1000,556,1,,435,1657,0.0033633030000004283
9,once,auto,cold,1,,0,30,0.8,0.1,fixed,10000,16240,16240,1,,435,16241,0.24891757700000028
9,iterative,auto,warm,1,,0,30,0.8,0.1,fixed,10000,100,100,1,,435,101,0.0029976769999997543
9,iterative,auto,warm,1,,1,30,0.8,0.1,fixed,10000,10000,1344,1,,435,1445,0.029816747000001698
9,iterative,auto,warm,1,,2,30,0.8,0.1,fixed,10000,10000,835,1,,435,2280,0.006538552999998615
10,once,auto,cold,1,,0,30,0.8,0.1,fixed,100000,16240,16240,1,,435,16241,0.3696594719999986
11,once,auto,cold,1,,0,30,0.8,0.1,fixed,1000000,16240,16240,1,,435,16241,0.2151161160000008
12,once,auto,cold,1,,0,30,0.8,0.2,fixed,1000,16240,16240,1,,435,16241,0.27024384999999995
12,iterative,auto,warm,1,,0,30,0.8,0.2,fixed,1000,100,100,1,,435,101,0.0033095190000018704
12,iterative,auto,warm,1,,1,30,0.8,0.2,fixed,1000,1000,1000,1,,435,1101,0.00845194000000049
13,once,auto,cold,1,,0,30,0.8,0.2,fixed,10000,16240,16240,1,,435,16241,0.17154171699999665
13,iterative,auto,warm,1,,0,30,0.8,0.2,fixed,10000,100,100,1,,435,101,0.002743377000001601
13,iterative,auto,warm,1,,1,30,0.8,0.2,fixed,10000,10000,1496,1,,435,1597,0.0093180480000008
14,once,auto,cold,1,,0,30,0.8,0.2,fixed,100000,16240,16240,1,,435,16241,0.21114402399999932
