solve_id,solve_type,method,warm_start,n,p,q,cut_type,cut_value,min_order,min_proportion,max_variables,max_constraints,total_cpu_time,gurobi_cpu_time,non_gurobi_cpu_time,objective_value
0,once,dual,cold,10,0.5,0.1,fixed,10,1,1,45,481,0.043893173999999924,0.005676414999999935,0.03821675899999999,1.0
0,iterative,dual,warm,10,0.5,0.1,fixed,10,1,1,45,129,0.03926732100000008,0.0031874249999996884,0.03607989600000039,1.0
1,once,dual,cold,10,0.5,0.1,fixed,10,0,1,45,481,0.028996343000000202,0.004054517999999785,0.024941825000000417,0.0
1,iterative,dual,warm,10,0.5,0.1,fixed,10,0,0.1,45,169,0.06666424000000015,0.006819668999999529,0.059844571000000624,0.0
2,once,dual,cold,10,0.5,0.1,fixed,30,1,1,45,481,0.028298864000000368,0.004225050999999702,0.024073813000000666,2.0
2,iterative,dual,warm,10,0.5,0.1,fixed,30,1,1,45,131,0.025225653000000126,0.002077147000000057,0.02314850600000007,2.0
3,once,dual,cold,10,0.5,0.1,fixed,30,0,1,45,481,0.032162394000000205,0.005562786000000042,0.026599608000000163,3.000000000000001
3,iterative,dual,warm,10,0.5,0.1,fixed,30,0,0.1,45,152,0.04205485899999983,0.0041045070000000905,0.03795035199999974,3.0000000000000004
4,once,dual,cold,10,0.5,0.1,fixed,100,0,1,45,481,0.027729370999999947,0.003874521999999825,0.023854849000000122,2.0
4,iterative,dual,warm,10,0.5,0.1,fixed,100,0,1,45,158,0.025940717000000113,0.002218846999999524,0.02372187000000059,2.0
5,once,dual,cold,10,0.5,0.1,fixed,300,0,1,45,481,0.0331448299999999,0.003720704000000019,0.029424125999999884,1.0
5,iterative,dual,warm,10,0.5,0.1,fixed,300,0,1,45,148,0.024996126999999646,0.0015484629999997779,0.023447663999999868,1.0
6,once,dual,cold,10,0.5,0.1,fixed,1000,0,1,45,481,0.031912331000000016,0.0033604819999997204,0.028551849000000296,1.0
6,iterative,dual,warm,10,0.5,0.1,fixed,1000,0,1,45,160,0.025327595999999897,0.0016550830000001682,0.02367251299999973,1.0
7,once,dual,cold,10,0.5,0.1,fixed,3000,0,1,45,481,0.03234035000000013,0.004012386999999951,0.028327963000000178,3.0
7,iterative,dual,warm,10,0.5,0.1,fixed,3000,0,1,45,173,0.02620725700000026,0.0024356139999994753,0.023771643000000786,3.0
8,once,dual,cold,10,0.5,0.1,fixed,10000,0,1,45,481,0.029832670999999866,0.004282942000000123,0.025549728999999743,1.0
8,iterative,dual,warm,10,0.5,0.1,fixed,10000,0,1,45,169,0.025856011000000123,0.001955083999999996,0.023900927000000127,0.9999999999999998
9,once,dual,cold,10,0.5,0.2,fixed,10,1,1,45,481,0.03143222500000009,0.007522820000000152,0.02390940499999994,7.0
9,iterative,dual,warm,10,0.5,0.2,fixed,10,1,1,45,183,0.08449743600000037,0.009375597000000901,0.07512183899999947,7.0
10,once,dual,cold,10,0.5,0.2,fixed,10,0,1,45,481,0.03063314500000036,0.006180386999999676,0.024452758000000685,2.6666666666666665
10,iterative,dual,warm,10,0.5,0.2,fixed,10,0,0.1,45,151,0.058842927999999795,0.006192457999999679,0.052650470000000116,2.6666666666666674
11,once,dual,cold,10,0.5,0.2,fixed,30,1,1,45,481,0.033766298000000194,0.005914640999999943,0.02785165700000025,5.0
11,iterative,dual,warm,10,0.5,0.2,fixed,30,1,1,45,200,0.06361334799999963,0.0069341460000007515,0.056679201999998874,5.0
12,once,dual,cold,10,0.5,0.2,fixed,30,0,1,45,481,0.0298710609999997,0.0059082710000000205,0.02396278999999968,4.0
12,iterative,dual,warm,10,0.5,0.2,fixed,30,0,0.1,45,178,0.04991501199999959,0.004700381999999337,0.045214630000000255,4.0
13,once,dual,cold,10,0.5,0.2,fixed,100,0,1,45,481,0.029528695999999854,0.005523222999999966,0.02400547299999989,5.0
13,iterative,dual,warm,10,0.5,0.2,fixed,100,0,1,45,184,0.045264536000000355,0.004617408000000545,0.04064712799999981,5.0
14,once,dual,cold,10,0.5,0.2,fixed,300,0,1,45,481,0.033865619999999375,0.004126734000000631,0.029738885999998743,1.9999999999999998
14,iterative,dual,warm,10,0.5,0.2,fixed,300,0,1,45,146,0.02560680900000012,0.0019707079999990995,0.02363610100000102,2.0
15,once,dual,cold,10,0.5,0.2,fixed,1000,0,1,45,481,0.03606070499999969,0.006019881000000282,0.03004082399999941,4.0
15,iterative,dual,warm,10,0.5,0.2,fixed,1000,0,1,45,200,0.04574150700000068,0.005478114999999839,0.04026339200000084,4.0
16,once,dual,cold,10,0.5,0.2,fixed,3000,0,1,45,481,0.03582817900000013,0.00563992300000038,0.030188255999999747,6.0
16,iterative,dual,warm,10,0.5,0.2,fixed,3000,0,1,45,175,0.04531589300000061,0.005099904999999794,0.04021598800000081,6.000000000000001
17,once,dual,cold,10,0.5,0.2,fixed,10000,0,1,45,481,0.028209804000000283,0.004299040000000254,0.02391076400000003,5.0
17,iterative,dual,warm,10,0.5,0.2,fixed,10000,0,1,45,172,0.02665741100000041,0.002719183999999153,0.023938227000001255,5.0
18,once,dual,cold,10,0.8,0.1,fixed,10,1,1,45,481,0.02635519399999975,0.0024413920000005973,0.02391380199999915,2.0
