solve_id,solve_type,method,warm_start,sub_solve_id,n,p,q,cut_type,cut_value,cuts_sought,cuts_added,min_order,min_proportion,proportion_used,variables,constraints,cpu_time
0,once,dual,cold,0,10,0.5,0.1,fixed,10,480,480,1,1,1,45,481,0.005676414999999935
0,iterative,dual,warm,0,10,0.5,0.1,fixed,10,100,100,1,1,1,45,101,0.001484002999999845
0,iterative,dual,warm,1,10,0.5,0.1,fixed,10,10,10,1,1,1,45,111,0.0008842950000000904
0,iterative,dual,warm,2,10,0.5,0.1,fixed,10,10,10,1,1,1,45,121,0.00046557900000010477
0,iterative,dual,warm,3,10,0.5,0.1,fixed,10,10,8,1,1,1,45,129,0.00035354799999964825
1,once,dual,cold,0,10,0.5,0.1,fixed,10,480,480,0,1,1,45,481,0.004054517999999785
1,iterative,dual,warm,0,10,0.5,0.1,fixed,10,100,100,0,0.1,1,45,101,0.001150561999999855
1,iterative,dual,warm,1,10,0.5,0.1,fixed,10,10,10,0,0.1,1,45,111,0.0007289419999998437
1,iterative,dual,warm,2,10,0.5,0.1,fixed,10,10,10,0,0.1,1,45,121,0.0003692760000002515
1,iterative,dual,warm,3,10,0.5,0.1,fixed,10,10,8,0,0.1,1,45,129,0.0006610049999999923
1,iterative,dual,warm,4,10,0.5,0.1,fixed,10,10,10,0,0.1,1,45,139,0.0012263009999999852
1,iterative,dual,warm,5,10,0.5,0.1,fixed,10,10,10,0,0.1,0.1,45,149,0.0007893330000001697
1,iterative,dual,warm,6,10,0.5,0.1,fixed,10,10,10,0,0.1,1,45,159,0.0008085909999997476
1,iterative,dual,warm,7,10,0.5,0.1,fixed,10,10,10,0,0.1,1,45,169,0.0010856589999996835
2,once,dual,cold,0,10,0.5,0.1,fixed,30,480,480,1,1,1,45,481,0.004225050999999702
2,iterative,dual,warm,0,10,0.5,0.1,fixed,30,100,100,1,1,1,45,101,0.0013223139999998246
2,iterative,dual,warm,1,10,0.5,0.1,fixed,30,30,30,1,1,1,45,131,0.0007548330000002323
3,once,dual,cold,0,10,0.5,0.1,fixed,30,480,480,0,1,1,45,481,0.005562786000000042
3,iterative,dual,warm,0,10,0.5,0.1,fixed,30,100,100,0,0.1,1,45,101,0.001147764000000162
3,iterative,dual,warm,1,10,0.5,0.1,fixed,30,30,30,0,0.1,1,45,131,0.001386700000000296
3,iterative,dual,warm,2,10,0.5,0.1,fixed,30,30,19,0,0.1,1,45,150,0.0011251739999997845
3,iterative,dual,warm,3,10,0.5,0.1,fixed,30,30,2,0,0.1,1,45,152,0.00044486899999984786
4,once,dual,cold,0,10,0.5,0.1,fixed,100,480,480,0,1,1,45,481,0.003874521999999825
4,iterative,dual,warm,0,10,0.5,0.1,fixed,100,100,100,0,1,1,45,101,0.0013743879999998931
4,iterative,dual,warm,1,10,0.5,0.1,fixed,100,100,57,0,1,1,45,158,0.000844458999999631
5,once,dual,cold,0,10,0.5,0.1,fixed,300,480,480,0,1,1,45,481,0.003720704000000019
5,iterative,dual,warm,0,10,0.5,0.1,fixed,300,100,100,0,1,1,45,101,0.0011536979999999808
5,iterative,dual,warm,1,10,0.5,0.1,fixed,300,300,47,0,1,1,45,148,0.0003947649999997971
6,once,dual,cold,0,10,0.5,0.1,fixed,1000,480,480,0,1,1,45,481,0.0033604819999997204
6,iterative,dual,warm,0,10,0.5,0.1,fixed,1000,100,100,0,1,1,45,101,0.001261002000000122
6,iterative,dual,warm,1,10,0.5,0.1,fixed,1000,1000,59,0,1,1,45,160,0.0003940810000000461
7,once,dual,cold,0,10,0.5,0.1,fixed,3000,480,480,0,1,1,45,481,0.004012386999999951
7,iterative,dual,warm,0,10,0.5,0.1,fixed,3000,100,100,0,1,1,45,101,0.0012724569999997826
7,iterative,dual,warm,1,10,0.5,0.1,fixed,3000,3000,72,0,1,1,45,173,0.0011631569999996927
8,once,dual,cold,0,10,0.5,0.1,fixed,10000,480,480,0,1,1,45,481,0.004282942000000123
8,iterative,dual,warm,0,10,0.5,0.1,fixed,10000,100,100,0,1,1,45,101,0.0014227259999999298
8,iterative,dual,warm,1,10,0.5,0.1,fixed,10000,10000,68,0,1,1,45,169,0.0005323580000000661
9,once,dual,cold,0,10,0.5,0.2,fixed,10,480,480,1,1,1,45,481,0.007522820000000152
9,iterative,dual,warm,0,10,0.5,0.2,fixed,10,100,100,1,1,1,45,101,0.0009448050000000485
9,iterative,dual,warm,1,10,0.5,0.2,fixed,10,10,10,1,1,1,45,111,0.0006418140000001848
9,iterative,dual,warm,2,10,0.5,0.2,fixed,10,10,10,1,1,1,45,121,0.0011037740000001683
9,iterative,dual,warm,3,10,0.5,0.2,fixed,10,10,10,1,1,1,45,131,0.0013036350000001917
9,iterative,dual,warm,4,10,0.5,0.2,fixed,10,10,10,1,1,1,45,141,0.0010342450000000447
9,iterative,dual,warm,5,10,0.5,0.2,fixed,10,10,6,1,1,1,45,147,0.0011113400000000162
9,iterative,dual,warm,6,10,0.5,0.2,fixed,10,10,10,1,1,1,45,157,0.0007396900000000706
9,iterative,dual,warm,7,10,0.5,0.2,fixed,10,10,10,1,1,1,45,167,0.0006640140000002681
9,iterative,dual,warm,8,10,0.5,0.2,fixed,10,10,5,1,1,1,45,172,0.0008649109999998572
9,iterative,dual,warm,9,10,0.5,0.2,fixed,10,10,3,1,1,1,45,175,0.00043412600000003465
9,iterative,dual,warm,10,10,0.5,0.2,fixed,10,10,8,1,1,1,45,183,0.0005332430000000166
10,once,dual,cold,0,10,0.5,0.2,fixed,10,480,480,0,1,1,45,481,0.006180386999999676
10,iterative,dual,warm,0,10,0.5,0.2,fixed,10,100,100,0,0.1,1,45,101,0.0015242569999998068
10,iterative,dual,warm,1,10,0.5,0.2,fixed,10,10,10,0,0.1,1,45,111,0.0007257819999999526
10,iterative,dual,warm,2,10,0.5,0.2,fixed,10,10,10,0,0.1,1,45,121,0.0010167189999998882
10,iterative,dual,warm,3,10,0.5,0.2,fixed,10,10,10,0,0.1,1,45,131,0.0012171909999998398
10,iterative,dual,warm,4,10,0.5,0.2,fixed,10,10,10,0,0.1,1,45,141,0.0010353200000001728
10,iterative,dual,warm,5,10,0.5,0.2,fixed,10,10,10,0,0.1,1,45,151,0.0006731890000000185
11,once,dual,cold,0,10,0.5,0.2,fixed,30,480,480,1,1,1,45,481,0.005914640999999943
11,iterative,dual,warm,0,10,0.5,0.2,fixed,30,100,100,1,1,1,45,101,0.0011188980000000903
