solve_id,solve_type,method,warm_start,min_search_proportion,threshold_proportion,sub_solve_id,n,p,q,cut_type,cut_value,cuts_sought,cuts_added,search_proportion_used,current_threshold,variables,constraints,cpu_time
0,once,auto,cold,1,,0,40,0.5,0.1,fixed,10,39520,39520,1,,780,39521,9.069498981
0,iterative,auto,warm,0.01,,0,40,0.5,0.1,fixed,10,100,100,1,,780,101,0.002957977999999528
0,iterative,auto,warm,0.01,,1,40,0.5,0.1,fixed,10,10,10,0.01,,780,111,0.0012255750000012
0,iterative,auto,warm,0.01,,2,40,0.5,0.1,fixed,10,10,10,0.01,,780,121,0.0012704270000014617
0,iterative,auto,warm,0.01,,3,40,0.5,0.1,fixed,10,10,10,0.01,,780,131,0.0012528060000001062
0,iterative,auto,warm,0.01,,4,40,0.5,0.1,fixed,10,10,10,0.01,,780,141,0.0013770370000010246
0,iterative,auto,warm,0.01,,5,40,0.5,0.1,fixed,10,10,10,0.01,,780,151,0.0011443809999995835
0,iterative,auto,warm,0.01,,6,40,0.5,0.1,fixed,10,10,10,0.01,,780,161,0.0011827370000006
0,iterative,auto,warm,0.01,,7,40,0.5,0.1,fixed,10,10,10,0.01,,780,171,0.001286760999999359
0,iterative,auto,warm,0.01,,8,40,0.5,0.1,fixed,10,10,10,0.01,,780,181,0.0011504960000010556
0,iterative,auto,warm,0.01,,9,40,0.5,0.1,fixed,10,10,10,0.01,,780,191,0.0011666359999988885
0,iterative,auto,warm,0.01,,10,40,0.5,0.1,fixed,10,10,10,0.01,,780,201,0.0011820169999996466
0,iterative,auto,warm,0.01,,11,40,0.5,0.1,fixed,10,10,10,0.01,,780,211,0.0011884019999985895
0,iterative,auto,warm,0.01,,12,40,0.5,0.1,fixed,10,10,10,0.01,,780,221,0.0011053530000015854
0,iterative,auto,warm,0.01,,13,40,0.5,0.1,fixed,10,10,10,0.01,,780,231,0.001219764000000012
0,iterative,auto,warm,0.01,,14,40,0.5,0.1,fixed,10,10,10,0.01,,780,241,0.0012640619999988445
0,iterative,auto,warm,0.01,,15,40,0.5,0.1,fixed,10,10,10,0.01,,780,251,0.001351225000000511
0,iterative,auto,warm,0.01,,16,40,0.5,0.1,fixed,10,10,10,0.01,,780,261,0.001198016000000024
0,iterative,auto,warm,0.01,,17,40,0.5,0.1,fixed,10,10,10,0.01,,780,271,0.0012095120000008563
0,iterative,auto,warm,0.01,,18,40,0.5,0.1,fixed,10,10,10,0.01,,780,281,0.0012253409999996023
0,iterative,auto,warm,0.01,,19,40,0.5,0.1,fixed,10,10,10,0.01,,780,291,0.001361430000001107
0,iterative,auto,warm,0.01,,20,40,0.5,0.1,fixed,10,10,10,0.01,,780,301,0.0012382620000011002
0,iterative,auto,warm,0.01,,21,40,0.5,0.1,fixed,10,10,10,0.01,,780,311,0.0013735109999988282
0,iterative,auto,warm,0.01,,22,40,0.5,0.1,fixed,10,10,10,0.01,,780,321,0.0014800840000006588
0,iterative,auto,warm,0.01,,23,40,0.5,0.1,fixed,10,10,10,0.01,,780,331,0.0013189899999996868
0,iterative,auto,warm,0.01,,24,40,0.5,0.1,fixed,10,10,10,0.01,,780,341,0.0015177570000002305
0,iterative,auto,warm,0.01,,25,40,0.5,0.1,fixed,10,10,10,0.01,,780,351,0.0014555450000006687
0,iterative,auto,warm,0.01,,26,40,0.5,0.1,fixed,10,10,10,0.01,,780,361,0.001617305999999985
0,iterative,auto,warm,0.01,,27,40,0.5,0.1,fixed,10,10,10,0.01,,780,371,0.0018206450000004537
0,iterative,auto,warm,0.01,,28,40,0.5,0.1,fixed,10,10,10,0.01,,780,381,0.0019164739999997238
0,iterative,auto,warm,0.01,,29,40,0.5,0.1,fixed,10,10,10,0.01,,780,391,0.0012728800000001428
0,iterative,auto,warm,0.01,,30,40,0.5,0.1,fixed,10,10,10,0.01,,780,401,0.0012449469999999963
0,iterative,auto,warm,0.01,,31,40,0.5,0.1,fixed,10,10,10,0.01,,780,411,0.0019603039999989136
0,iterative,auto,warm,0.01,,32,40,0.5,0.1,fixed,10,10,10,0.01,,780,421,0.002366651999999192
0,iterative,auto,warm,0.01,,33,40,0.5,0.1,fixed,10,10,10,0.01,,780,431,0.0017707869999998849
0,iterative,auto,warm,0.01,,34,40,0.5,0.1,fixed,10,10,10,0.01,,780,441,0.0022834569999989895
0,iterative,auto,warm,0.01,,35,40,0.5,0.1,fixed,10,10,10,0.01,,780,451,0.0016308260000013064
0,iterative,auto,warm,0.01,,36,40,0.5,0.1,fixed,10,10,10,0.01,,780,461,0.0031104870000007168
0,iterative,auto,warm,0.01,,37,40,0.5,0.1,fixed,10,10,10,0.01,,780,471,0.002847551999998643
0,iterative,auto,warm,0.01,,38,40,0.5,0.1,fixed,10,10,10,0.01,,780,481,0.0042906610000006395
0,iterative,auto,warm,0.01,,39,40,0.5,0.1,fixed,10,10,10,0.01,,780,491,0.003122139999998552
0,iterative,auto,warm,0.01,,40,40,0.5,0.1,fixed,10,10,10,0.01,,780,501,0.004111727999999815
0,iterative,auto,warm,0.01,,41,40,0.5,0.1,fixed,10,10,10,0.01,,780,511,0.0035913280000006154
0,iterative,auto,warm,0.01,,42,40,0.5,0.1,fixed,10,10,10,0.01,,780,521,0.004417947999998617
0,iterative,auto,warm,0.01,,43,40,0.5,0.1,fixed,10,10,10,0.01,,780,531,0.0051640400000003694
0,iterative,auto,warm,0.01,,44,40,0.5,0.1,fixed,10,10,10,0.01,,780,541,0.00498096099999934
0,iterative,auto,warm,0.01,,45,40,0.5,0.1,fixed,10,10,10,0.01,,780,551,0.009929417000000385
0,iterative,auto,warm,0.01,,46,40,0.5,0.1,fixed,10,10,10,0.01,,780,561,0.006617094999999296
0,iterative,auto,warm,0.01,,47,40,0.5,0.1,fixed,10,10,10,0.01,,780,571,0.0069062649999995784
0,iterative,auto,warm,0.01,,48,40,0.5,0.1,fixed,10,10,10,0.01,,780,581,0.01019709599999885
0,iterative,auto,warm,0.01,,49,40,0.5,0.1,fixed,10,10,10,0.01,,780,591,0.00677948099999881
0,iterative,auto,warm,0.01,,50,40,0.5,0.1,fixed,10,10,10,0.01,,780,601,0.010765947999999526
0,iterative,auto,warm,0.01,,51,40,0.5,0.1,fixed,10,10,10,0.01,,780,611,0.007360537000000278
0,iterative,auto,warm,0.01,,52,40,0.5,0.1,fixed,10,10,10,0.01,,780,621,0.016659167000000252
0,iterative,auto,warm,0.01,,53,40,0.5,0.1,fixed,10,10,10,0.01,,780,631,0.022206223999999608
0,iterative,auto,warm,0.01,,54,40,0.5,0.1,fixed,10,10,10,0.01,,780,641,0.016067889000000335
0,iterative,auto,warm,0.01,,55,40,0.5,0.1,fixed,10,10,10,0.01,,780,651,0.016540694999999772
0,iterative,auto,warm,0.01,,56,40,0.5,0.1,fixed,10,10,10,0.01,,780,661,0.02940082399999966
0,iterative,auto,warm,0.01,,57,40,0.5,0.1,fixed,10,10,10,0.01,,780,671,0.024456805999999887
0,iterative,auto,warm,0.01,,58,40,0.5,0.1,fixed,10,10,10,0.01,,780,681,0.029830089000000726
0,iterative,auto,warm,0.01,,59,40,0.5,0.1,fixed,10,10,10,0.01,,780,691,0.021464378000001005
0,iterative,auto,warm,0.01,,60,40,0.5,0.1,fixed,10,10,10,0.01,,780,701,0.027823992000000075
0,iterative,auto,warm,0.01,,61,40,0.5,0.1,fixed,10,10,10,0.01,,780,711,0.035895457999998825
0,iterative,auto,warm,0.01,,62,40,0.5,0.1,fixed,10,10,10,0.01,,780,721,0.02681464499999997
0,iterative,auto,warm,0.01,,63,40,0.5,0.1,fixed,10,10,10,0.01,,780,731,0.050266450999998824
0,iterative,auto,warm,0.01,,64,40,0.5,0.1,fixed,10,10,10,0.01,,780,741,0.04414989700000049
0,iterative,auto,warm,0.01,,65,40,0.5,0.1,fixed,10,10,10,0.01,,780,751,0.04276093300000028
0,iterative,auto,warm,0.01,,66,40,0.5,0.1,fixed,10,10,10,0.01,,780,761,0.04380478899999929
0,iterative,auto,warm,0.01,,67,40,0.5,0.1,fixed,10,10,10,0.01,,780,771,0.03231800500000048
0,iterative,auto,warm,0.01,,68,40,0.5,0.1,fixed,10,10,10,0.01,,780,781,0.04617349699999984
0,iterative,auto,warm,0.01,,69,40,0.5,0.1,fixed,10,10,10,0.01,,780,791,0.03896945099999982
0,iterative,auto,warm,0.01,,70,40,0.5,0.1,fixed,10,10,10,0.01,,780,801,0.06769374299999953
