solve_id,solve_type,method,warm_start,n,p,q,cut_type,cut_value,min_order,min_proportion,max_variables,max_constraints,total_cpu_time,gurobi_cpu_time,non_gurobi_cpu_time,objective_value
0,once,dual,cold,190,0.5,0.1,fixed,1000,3,1,17955,4500721,8561.533474343,8300.882711798,260.65076254499945,913.9999999998853
0,iterative,dual,warm,190,0.5,0.1,fixed,1000,3,1,17955,24475,6414.349154877002,4136.855876117004,2277.4932787599973,913.9999999999978
1,once,dual,cold,190,0.5,0.1,fixed,1000,2,1,17955,4500721,8378.239238317003,8104.494430919001,273.7448073980013,905.9999999999935
1,iterative,dual,warm,190,0.5,0.1,fixed,1000,2,0.1,17955,21101,2446.4063611429992,2110.6870569550083,335.71930418799093,906.0000000000001
2,once,dual,cold,190,0.5,0.1,fixed,1000,1,1,17955,4500721,10504.182072718999,10281.724151699,222.45792101999905,905.9999999999757
2,iterative,dual,warm,190,0.5,0.1,fixed,1000,1,0.01,17955,21101,3728.055110147994,3563.8608926460147,164.19421750197944,906.0000000000035
3,once,dual,cold,190,0.5,0.1,fixed,1000,0,1,17955,4500721,11419.283833684996,11199.823185420995,219.46064826400107,931.9999999999783
3,iterative,dual,warm,190,0.5,0.1,fixed,1000,0,0.001,17955,21101,2644.701354730998,2372.102935540992,272.5984191900061,931.999999999998
4,once,dual,cold,190,0.5,0.1,fixed,3000,3,1,17955,4500721,8276.009618650001,8058.291027031002,217.7185916189992,917.9999999999346
4,iterative,dual,warm,190,0.5,0.1,fixed,3000,3,1,17955,30101,3414.676758194997,2477.3130712160128,937.3636869789843,917.9999999999981
5,once,dual,cold,190,0.5,0.1,fixed,3000,2,1,17955,4500721,10118.842057276997,9856.247034305008,262.59502297198924,926.0000000000564
5,iterative,dual,warm,190,0.5,0.1,fixed,3000,2,0.1,17955,30101,1904.6947348120011,1522.1163759470073,382.5783588649938,926.0000000000001
6,once,dual,cold,190,0.5,0.1,fixed,3000,1,1,17955,4500721,7794.764868439001,7560.561046868999,234.2038215700013,850.999999999927
6,iterative,dual,warm,190,0.5,0.1,fixed,3000,1,0.01,17955,28597,2996.7017340760067,2768.4152647940064,228.28646928200033,851.0000000000023
7,once,dual,cold,190,0.5,0.1,fixed,3000,0,1,17955,4500721,9511.192979465006,9253.501178883002,257.69180058200436,912.9999999999975
7,iterative,dual,warm,190,0.5,0.1,fixed,3000,0,0.001,17955,30101,2673.1558066519938,2432.5754738690157,240.58033278297808,913.0000000000036
8,once,dual,cold,190,0.5,0.1,fixed,10000,2,1,17955,4500721,8369.492434267013,8143.868735982993,225.62369828402007,889.9999999999868
8,iterative,dual,warm,190,0.5,0.1,fixed,10000,2,1,17955,46079,1522.6575776740065,1021.8536853519909,500.8038923220156,889.9999999999958
9,once,dual,cold,190,0.5,0.1,fixed,10000,1,1,17955,4500721,8246.792862746996,8028.183419026012,218.6094437209831,887.0000000000377
9,iterative,dual,warm,190,0.5,0.1,fixed,10000,1,0.1,17955,50101,1084.9393084879994,843.1043485739792,241.83495991402015,886.9999999999956
10,once,dual,cold,190,0.5,0.1,fixed,10000,0,1,17955,4500721,8435.009727126991,8219.306675631,215.70305149599153,910.9999999999873
10,iterative,dual,warm,190,0.5,0.1,fixed,10000,0,0.01,17955,50101,1169.1564814879966,921.3719015719835,247.78457991601317,910.9999999999993
11,once,dual,cold,190,0.5,0.1,fixed,30000,2,1,17955,4500721,8037.962108416003,7802.00702866599,235.95507975001237,924.9999999999527
11,iterative,dual,warm,190,0.5,0.1,fixed,30000,2,1,17955,68778,1694.6601030349848,1358.9534502350143,335.70665279997047,925.0000000000007
12,once,dual,cold,190,0.5,0.1,fixed,30000,1,1,17955,4500721,7820.788886858994,7560.741429910995,260.0474569479993,839.9999999999877
12,iterative,dual,warm,190,0.5,0.1,fixed,30000,1,0.1,17955,79088,1284.7015451089828,974.4321814379946,310.26936367098824,840.000000000001
13,once,dual,cold,190,0.5,0.1,fixed,30000,0,1,17955,4500721,8287.322525561001,8061.197674900002,226.12485066099907,891.0000000000031
13,iterative,dual,warm,190,0.5,0.1,fixed,30000,0,0.01,17955,70467,2463.5552700049884,2238.906365505012,224.6489044999762,890.9999999999998
14,once,dual,cold,190,0.5,0.1,fixed,100000,1,1,17955,4500721,8955.77155623,8719.715522079001,236.05603415099904,866.9999999999989
14,iterative,dual,warm,190,0.5,0.1,fixed,100000,1,1,17955,202739,1526.6996185239987,1179.029798299016,347.6698202249827,866.9999999999803
15,once,dual,cold,190,0.5,0.1,fixed,100000,0,1,17955,4500721,8218.639465724991,7947.408598220005,271.23086750498624,906.999999999986
15,iterative,dual,warm,190,0.5,0.1,fixed,100000,0,0.1,17955,204045,2478.0615480840206,2104.8071050759754,373.2544430080452,907.0000000000301
16,once,dual,cold,190,0.5,0.1,fixed,300000,1,1,17955,4500721,8359.878382344003,8094.099934958998,265.77844738500426,864.0000000000229
16,iterative,dual,warm,190,0.5,0.1,fixed,300000,1,1,17955,590936,36293.32679312199,35960.10399363702,333.22279948496725,863.9999999999632
17,once,dual,cold,190,0.5,0.1,fixed,300000,0,1,17955,4500721,8361.070534617,8109.1840609089995,251.88647370800027,916.9999999995597
17,iterative,dual,warm,190,0.5,0.1,fixed,300000,0,0.1,17955,600101,25755.21831570301,25458.310773174017,296.90754252899205,916.9999999999444
