solve_id,solve_type,method,warm_start,n,p,q,cut_type,cut_value,min_order,min_proportion,max_variables,max_constraints,total_cpu_time,gurobi_cpu_time,non_gurobi_cpu_time,objective_value
0,once,dual,cold,40,0.5,0.1,fixed,10,3,1,780,39521,37.264763207,35.488622682,1.7761405250000024,31.999999999999943
0,iterative,dual,warm,40,0.5,0.1,fixed,10,3,1,780,901,56.000019767,1.0975254839999735,54.902494283000024,32.000000000000014
1,once,dual,cold,40,0.5,0.1,fixed,10,2,1,780,39521,37.63970994200001,35.90318233300002,1.7365276089999924,42.00000000000097
1,iterative,dual,warm,40,0.5,0.1,fixed,10,2,0.1,780,771,7.19058984199998,0.6655429720000257,6.525046869999954,41.999999999999986
2,once,dual,cold,40,0.5,0.1,fixed,10,1,1,780,39521,38.04146757500001,36.31625615500002,1.7252114199999937,42.00000000000052
2,iterative,dual,warm,40,0.5,0.1,fixed,10,1,0.01,780,911,3.5000391160000106,1.3169451750001144,2.183093940999896,41.99999999999998
3,once,dual,cold,40,0.5,0.1,fixed,10,0,1,780,39521,37.43131625699999,35.70035636199998,1.7309598950000122,56.99999999999919
3,iterative,dual,warm,40,0.5,0.1,fixed,10,0,0.001,780,1061,5.09642232600001,2.3765760989998626,2.719846227000147,57.000000000000036
4,once,dual,cold,40,0.5,0.1,fixed,30,3,1,780,39521,37.059486590999995,35.30654181700004,1.7529447739999569,40.00000000000124
4,iterative,dual,warm,40,0.5,0.1,fixed,30,3,1,780,971,21.130750567999996,0.7363749369997663,20.39437563100023,40.00000000000001
5,once,dual,cold,40,0.5,0.1,fixed,30,2,1,780,39521,37.58629562500005,35.88266301699997,1.7036326080000777,30.000000000011934
5,iterative,dual,warm,40,0.5,0.1,fixed,30,2,0.1,780,791,3.1156427280000116,0.2772247150000453,2.8384180129999663,30.0
6,once,dual,cold,40,0.5,0.1,fixed,30,1,1,780,39521,37.37116940499999,35.64077055600001,1.7303988489999824,33.99999999999999
6,iterative,dual,warm,40,0.5,0.1,fixed,30,1,0.01,780,1181,2.7590693360000387,1.2100381569999854,1.5490311790000533,34.0
7,once,dual,cold,40,0.5,0.1,fixed,30,0,1,780,39521,37.55090102700001,35.80964278600004,1.7412582409999686,34.00000000000051
7,iterative,dual,warm,40,0.5,0.1,fixed,30,0,0.001,780,1181,2.9591282410000304,1.272637538999959,1.6864907020000715,34.0
8,once,dual,cold,40,0.5,0.1,fixed,100,2,1,780,39521,37.58190152999998,35.838569234999966,1.743332295000016,43.99999999999996
8,iterative,dual,warm,40,0.5,0.1,fixed,100,2,1,780,1301,9.822378650000019,0.848153029000116,8.974225620999903,44.00000000000002
9,once,dual,cold,40,0.5,0.1,fixed,100,1,1,780,39521,38.06793920900003,36.32325731999998,1.7446818890000486,44.99999999999994
9,iterative,dual,warm,40,0.5,0.1,fixed,100,1,0.1,780,1175,3.0831960779999577,0.5112960629999179,2.5719000150000397,44.99999999999996
10,once,dual,cold,40,0.5,0.1,fixed,100,0,1,780,39521,37.88556088300004,36.16695632700004,1.7186045560000025,32.000000000000185
10,iterative,dual,warm,40,0.5,0.1,fixed,100,0,0.01,780,1101,3.5277357280000388,0.24661151100008283,3.281124216999956,32.0
11,once,dual,cold,40,0.5,0.1,fixed,300,2,1,780,39521,37.29438811299997,35.57231313099999,1.722074981999981,35.00000000000025
11,iterative,dual,warm,40,0.5,0.1,fixed,300,2,1,780,1375,4.342379490999974,0.10033481999994365,4.242044671000031,35.0
12,once,dual,cold,40,0.5,0.1,fixed,300,1,1,780,39521,37.69000388200004,35.973634477999894,1.7163694040001474,35.00000000000012
