solve_id,solve_type,method,warm_start,n,p,q,cut_type,cut_value,max_variables,max_constraints,total_cpu_time,gurobi_cpu_time,non_gurobi_cpu_time,objective_value
0,once,dual,cold,10,0.5,0.1,proportion,0.01,45,481,0.03563034399999987,0.004257819000000218,0.03137252499999965,0.0
0,iterative,dual,warm,10,0.5,0.1,proportion,0.01,45,125,0.06823212099999987,0.009753260999999736,0.05847886000000013,0.0
0,iterative,dual,cold,10,0.5,0.1,proportion,0.01,45,121,0.055458155999999814,0.004184002000000131,0.05127415399999968,0.0
0,once,auto,cold,10,0.5,0.1,proportion,0.01,45,481,0.03101871299999992,0.0039157529999998,0.02710296000000012,0.0
0,iterative,auto,warm,10,0.5,0.1,proportion,0.01,45,121,0.059580423999999965,0.008591489000000063,0.0509889349999999,0.0
0,iterative,auto,cold,10,0.5,0.1,proportion,0.01,45,117,0.04684186300000004,0.002769179000000399,0.04407268399999964,0.0
1,once,dual,cold,10,0.5,0.1,proportion,0.1,45,481,0.03344682100000007,0.005144646999999836,0.028302174000000235,2.0
1,iterative,dual,warm,10,0.5,0.1,proportion,0.1,45,199,0.06155572499999984,0.013905009999999773,0.047650715000000066,2.0
1,iterative,dual,cold,10,0.5,0.1,proportion,0.1,45,188,0.03493951399999995,0.0038938399999999262,0.031045674000000023,2.0
1,once,auto,cold,10,0.5,0.1,proportion,0.1,45,481,0.033559681999999924,0.0051259690000002855,0.02843371299999964,2.0
1,iterative,auto,warm,10,0.5,0.1,proportion,0.1,45,204,0.04676207900000007,0.009902650999999985,0.03685942800000008,2.0
1,iterative,auto,cold,10,0.5,0.1,proportion,0.1,45,219,0.04330651699999999,0.005635670999999842,0.03767084600000015,2.0
2,once,dual,cold,10,0.5,0.2,proportion,0.01,45,481,0.028674686000000005,0.004973408999999762,0.023701277000000243,4.800000000000001
2,iterative,dual,warm,10,0.5,0.2,proportion,0.01,45,197,0.22631801100000004,0.0628453130000004,0.16347269799999964,4.800000000000001
2,iterative,dual,cold,10,0.5,0.2,proportion,0.01,45,153,0.11240485300000014,0.010756569999999854,0.10164828300000028,4.800000000000001
2,once,auto,cold,10,0.5,0.2,proportion,0.01,45,481,0.028921026999999988,0.0050385520000002515,0.023882474999999737,4.800000000000001
2,iterative,auto,warm,10,0.5,0.2,proportion,0.01,45,165,0.15613922499999955,0.03758498199999938,0.11855424300000017,4.800000000000001
2,iterative,auto,cold,10,0.5,0.2,proportion,0.01,45,153,0.11115767799999965,0.009465142999999898,0.10169253499999975,4.800000000000001
3,once,dual,cold,10,0.5,0.2,proportion,0.1,45,481,0.02796364699999998,0.004338485999999975,0.023625161000000006,6.0
3,iterative,dual,warm,10,0.5,0.2,proportion,0.1,45,163,0.03541603199999965,0.004895971999999027,0.030520060000000626,6.0
3,iterative,dual,cold,10,0.5,0.2,proportion,0.1,45,149,0.026265665999999577,0.0021639859999993405,0.024101680000000236,6.0
