solve_id,solve_type,method,warm_start,sub_solve_id,n,p,q,cut_type,cut_value,cuts_sought,cuts_added,variables,constraints,cpu_time
0,once,dual,cold,0,10,0.5,0.1,proportion,0.01,480,480,45,481,0.004257819000000218
0,iterative,dual,warm,0,10,0.5,0.1,proportion,0.01,100,100,45,101,0.0013482080000000174
0,iterative,dual,warm,1,10,0.5,0.1,proportion,0.01,4,4,45,105,0.0013222199999995965
0,iterative,dual,warm,2,10,0.5,0.1,proportion,0.01,4,4,45,109,0.001437831000000056
0,iterative,dual,warm,3,10,0.5,0.1,proportion,0.01,4,4,45,113,0.0014835230000000976
0,iterative,dual,warm,4,10,0.5,0.1,proportion,0.01,4,4,45,117,0.0013545420000000696
0,iterative,dual,warm,5,10,0.5,0.1,proportion,0.01,4,4,45,121,0.0014111500000000277
0,iterative,dual,warm,6,10,0.5,0.1,proportion,0.01,4,4,45,125,0.0013957869999998707
0,iterative,dual,cold,0,10,0.5,0.1,proportion,0.01,100,100,45,101,0.0011419050000003317
0,iterative,dual,cold,1,10,0.5,0.1,proportion,0.01,4,4,45,105,0.000445618000000092
0,iterative,dual,cold,2,10,0.5,0.1,proportion,0.01,4,4,45,109,0.0006751709999996969
0,iterative,dual,cold,3,10,0.5,0.1,proportion,0.01,4,4,45,113,0.0006058329999998335
0,iterative,dual,cold,4,10,0.5,0.1,proportion,0.01,4,4,45,117,0.001002161000000168
0,iterative,dual,cold,5,10,0.5,0.1,proportion,0.01,4,4,45,121,0.000313314000000009
0,once,auto,cold,0,10,0.5,0.1,proportion,0.01,480,480,45,481,0.0039157529999998
0,iterative,auto,warm,0,10,0.5,0.1,proportion,0.01,100,100,45,101,0.001386324000000272
0,iterative,auto,warm,1,10,0.5,0.1,proportion,0.01,4,4,45,105,0.0014086529999999264
0,iterative,auto,warm,2,10,0.5,0.1,proportion,0.01,4,4,45,109,0.001317162000000316
0,iterative,auto,warm,3,10,0.5,0.1,proportion,0.01,4,4,45,113,0.001269023999999952
0,iterative,auto,warm,4,10,0.5,0.1,proportion,0.01,4,4,45,117,0.00154004299999988
0,iterative,auto,warm,5,10,0.5,0.1,proportion,0.01,4,4,45,121,0.001670282999999717
0,iterative,auto,cold,0,10,0.5,0.1,proportion,0.01,100,100,45,101,0.0011012859999999236
0,iterative,auto,cold,1,10,0.5,0.1,proportion,0.01,4,4,45,105,0.0005422379999999727
0,iterative,auto,cold,2,10,0.5,0.1,proportion,0.01,4,4,45,109,0.0005883890000002445
0,iterative,auto,cold,3,10,0.5,0.1,proportion,0.01,4,4,45,113,0.00027614200000014577
0,iterative,auto,cold,4,10,0.5,0.1,proportion,0.01,4,4,45,117,0.0002611240000001125
1,once,dual,cold,0,10,0.5,0.1,proportion,0.1,480,480,45,481,0.005144646999999836
1,iterative,dual,warm,0,10,0.5,0.1,proportion,0.1,100,100,45,101,0.001493994000000054
1,iterative,dual,warm,1,10,0.5,0.1,proportion,0.1,48,48,45,149,0.0015009870000000092
1,iterative,dual,warm,2,10,0.5,0.1,proportion,0.1,48,18,45,167,0.0023065489999996025
1,iterative,dual,warm,3,10,0.5,0.1,proportion,0.1,48,21,45,188,0.002734454000000053
1,iterative,dual,warm,4,10,0.5,0.1,proportion,0.1,48,8,45,196,0.0029312450000000823
1,iterative,dual,warm,5,10,0.5,0.1,proportion,0.1,48,3,45,199,0.0029377809999999727
1,iterative,dual,cold,0,10,0.5,0.1,proportion,0.1,100,100,45,101,0.0015545609999998433
1,iterative,dual,cold,1,10,0.5,0.1,proportion,0.1,48,48,45,149,0.0014271390000000217
1,iterative,dual,cold,2,10,0.5,0.1,proportion,0.1,48,39,45,188,0.0009121400000000612
1,once,auto,cold,0,10,0.5,0.1,proportion,0.1,480,480,45,481,0.0051259690000002855
1,iterative,auto,warm,0,10,0.5,0.1,proportion,0.1,100,100,45,101,0.001275138000000009
1,iterative,auto,warm,1,10,0.5,0.1,proportion,0.1,48,39,45,140,0.00218024200000011
1,iterative,auto,warm,2,10,0.5,0.1,proportion,0.1,48,48,45,188,0.0029694049999999805
1,iterative,auto,warm,3,10,0.5,0.1,proportion,0.1,48,16,45,204,0.003477865999999885
1,iterative,auto,cold,0,10,0.5,0.1,proportion,0.1,100,100,45,101,0.0013915479999999647
1,iterative,auto,cold,1,10,0.5,0.1,proportion,0.1,48,32,45,133,0.001053241000000149
1,iterative,auto,cold,2,10,0.5,0.1,proportion,0.1,48,48,45,181,0.0021710129999998884
1,iterative,auto,cold,3,10,0.5,0.1,proportion,0.1,48,38,45,219,0.00101986899999984
2,once,dual,cold,0,10,0.5,0.2,proportion,0.01,480,480,45,481,0.004973408999999762
2,iterative,dual,warm,0,10,0.5,0.2,proportion,0.01,100,100,45,101,0.0013944170000002032
2,iterative,dual,warm,1,10,0.5,0.2,proportion,0.01,4,4,45,105,0.001594004999999843
2,iterative,dual,warm,2,10,0.5,0.2,proportion,0.01,4,4,45,109,0.0015853589999998974
2,iterative,dual,warm,3,10,0.5,0.2,proportion,0.01,4,4,45,113,0.0015958019999997575
2,iterative,dual,warm,4,10,0.5,0.2,proportion,0.01,4,4,45,117,0.0017564860000001126
2,iterative,dual,warm,5,10,0.5,0.2,proportion,0.01,4,4,45,121,0.0019112480000003096
2,iterative,dual,warm,6,10,0.5,0.2,proportion,0.01,4,4,45,125,0.002217046000000167
2,iterative,dual,warm,7,10,0.5,0.2,proportion,0.01,4,4,45,129,0.0026931690000000508
2,iterative,dual,warm,8,10,0.5,0.2,proportion,0.01,4,4,45,133,0.0025012649999998082
2,iterative,dual,warm,9,10,0.5,0.2,proportion,0.01,4,4,45,137,0.0030032179999999187
2,iterative,dual,warm,10,10,0.5,0.2,proportion,0.01,4,4,45,141,0.0027344000000000257
2,iterative,dual,warm,11,10,0.5,0.2,proportion,0.01,4,4,45,145,0.0026957589999998532
2,iterative,dual,warm,12,10,0.5,0.2,proportion,0.01,4,4,45,149,0.002118102999999927
2,iterative,dual,warm,13,10,0.5,0.2,proportion,0.01,4,4,45,153,0.0028787590000001195
2,iterative,dual,warm,14,10,0.5,0.2,proportion,0.01,4,4,45,157,0.003145304999999876
2,iterative,dual,warm,15,10,0.5,0.2,proportion,0.01,4,4,45,161,0.0026591040000001342
2,iterative,dual,warm,16,10,0.5,0.2,proportion,0.01,4,4,45,165,0.003174479000000119
2,iterative,dual,warm,17,10,0.5,0.2,proportion,0.01,4,4,45,169,0.00287738099999979
2,iterative,dual,warm,18,10,0.5,0.2,proportion,0.01,4,4,45,173,0.0028708640000001395
2,iterative,dual,warm,19,10,0.5,0.2,proportion,0.01,4,4,45,177,0.002868016999999945
2,iterative,dual,warm,20,10,0.5,0.2,proportion,0.01,4,4,45,181,0.0030149870000002466
2,iterative,dual,warm,21,10,0.5,0.2,proportion,0.01,4,4,45,185,0.0025823829999995773
2,iterative,dual,warm,22,10,0.5,0.2,proportion,0.01,4,4,45,189,0.00295790000000018
2,iterative,dual,warm,23,10,0.5,0.2,proportion,0.01,4,4,45,193,0.0025769420000001375
2,iterative,dual,warm,24,10,0.5,0.2,proportion,0.01,4,4,45,197,0.0034389150000002644
2,iterative,dual,cold,0,10,0.5,0.2,proportion,0.01,100,100,45,101,0.0011697580000000762
2,iterative,dual,cold,1,10,0.5,0.2,proportion,0.01,4,4,45,105,0.000441694000000048
2,iterative,dual,cold,2,10,0.5,0.2,proportion,0.01,4,4,45,109,0.000634599000000069
2,iterative,dual,cold,3,10,0.5,0.2,proportion,0.01,4,4,45,113,0.0008843039999999469
2,iterative,dual,cold,4,10,0.5,0.2,proportion,0.01,4,4,45,117,0.0007756319999998595
2,iterative,dual,cold,5,10,0.5,0.2,proportion,0.01,4,4,45,121,0.0011889339999999748
2,iterative,dual,cold,6,10,0.5,0.2,proportion,0.01,4,4,45,125,0.0008590469999996131
2,iterative,dual,cold,7,10,0.5,0.2,proportion,0.01,4,4,45,129,0.0007239000000001106
2,iterative,dual,cold,8,10,0.5,0.2,proportion,0.01,4,4,45,133,0.0008058520000000513
2,iterative,dual,cold,9,10,0.5,0.2,proportion,0.01,4,4,45,137,0.0009910089999998206
2,iterative,dual,cold,10,10,0.5,0.2,proportion,0.01,4,4,45,141,0.0007038170000002175
2,iterative,dual,cold,11,10,0.5,0.2,proportion,0.01,4,4,45,145,0.0007080980000000459
2,iterative,dual,cold,12,10,0.5,0.2,proportion,0.01,4,4,45,149,0.0005987240000000504
2,iterative,dual,cold,13,10,0.5,0.2,proportion,0.01,4,4,45,153,0.0002712019999999704
2,once,auto,cold,0,10,0.5,0.2,proportion,0.01,480,480,45,481,0.0050385520000002515
2,iterative,auto,warm,0,10,0.5,0.2,proportion,0.01,100,100,45,101,0.0013280920000005025
2,iterative,auto,warm,1,10,0.5,0.2,proportion,0.01,4,4,45,105,0.0013059320000001762
2,iterative,auto,warm,2,10,0.5,0.2,proportion,0.01,4,4,45,109,0.0016253089999995751
2,iterative,auto,warm,3,10,0.5,0.2,proportion,0.01,4,4,45,113,0.0017305070000004363
2,iterative,auto,warm,4,10,0.5,0.2,proportion,0.01,4,4,45,117,0.0018431140000005897
2,iterative,auto,warm,5,10,0.5,0.2,proportion,0.01,4,4,45,121,0.0017273649999998142
2,iterative,auto,warm,6,10,0.5,0.2,proportion,0.01,4,4,45,125,0.0019959040000001593
2,iterative,auto,warm,7,10,0.5,0.2,proportion,0.01,4,4,45,129,0.0019535419999998638
2,iterative,auto,warm,8,10,0.5,0.2,proportion,0.01,4,4,45,133,0.001972519999999811
2,iterative,auto,warm,9,10,0.5,0.2,proportion,0.01,4,4,45,137,0.0023135749999996236
2,iterative,auto,warm,10,10,0.5,0.2,proportion,0.01,4,4,45,141,0.0025650279999993586
2,iterative,auto,warm,11,10,0.5,0.2,proportion,0.01,4,4,45,145,0.0026343799999999362
2,iterative,auto,warm,12,10,0.5,0.2,proportion,0.01,4,4,45,149,0.003092805999999726
2,iterative,auto,warm,13,10,0.5,0.2,proportion,0.01,4,4,45,153,0.0029919930000001926
2,iterative,auto,warm,14,10,0.5,0.2,proportion,0.01,4,4,45,157,0.002539314999999931
2,iterative,auto,warm,15,10,0.5,0.2,proportion,0.01,4,4,45,161,0.002978709999999829
2,iterative,auto,warm,16,10,0.5,0.2,proportion,0.01,4,4,45,165,0.0029868899999998533
2,iterative,auto,cold,0,10,0.5,0.2,proportion,0.01,100,100,45,101,0.0011780010000004282
2,iterative,auto,cold,1,10,0.5,0.2,proportion,0.01,4,4,45,105,0.000538127999999638
2,iterative,auto,cold,2,10,0.5,0.2,proportion,0.01,4,4,45,109,0.0006187909999999519
2,iterative,auto,cold,3,10,0.5,0.2,proportion,0.01,4,4,45,113,0.0005586989999999403
2,iterative,auto,cold,4,10,0.5,0.2,proportion,0.01,4,4,45,117,0.0008296159999998665
2,iterative,auto,cold,5,10,0.5,0.2,proportion,0.01,4,4,45,121,0.0008990940000002112
2,iterative,auto,cold,6,10,0.5,0.2,proportion,0.01,4,4,45,125,0.0010359930000003459
2,iterative,auto,cold,7,10,0.5,0.2,proportion,0.01,4,4,45,129,0.0006714250000001698
2,iterative,auto,cold,8,10,0.5,0.2,proportion,0.01,4,4,45,133,0.0006975319999993346
2,iterative,auto,cold,9,10,0.5,0.2,proportion,0.01,4,4,45,137,0.0006576159999998055
2,iterative,auto,cold,10,10,0.5,0.2,proportion,0.01,4,4,45,141,0.0005958200000000247
2,iterative,auto,cold,11,10,0.5,0.2,proportion,0.01,4,4,45,145,0.0006410629999997752
2,iterative,auto,cold,12,10,0.5,0.2,proportion,0.01,4,4,45,149,0.0002732019999998059
2,iterative,auto,cold,13,10,0.5,0.2,proportion,0.01,4,4,45,153,0.00027016300000060056
3,once,dual,cold,0,10,0.5,0.2,proportion,0.1,480,480,45,481,0.004338485999999975
3,iterative,dual,warm,0,10,0.5,0.2,proportion,0.1,100,100,45,101,0.0011740759999998573
3,iterative,dual,warm,1,10,0.5,0.2,proportion,0.1,48,48,45,149,0.0017625099999998284
3,iterative,dual,warm,2,10,0.5,0.2,proportion,0.1,48,14,45,163,0.0019593859999993413
3,iterative,dual,cold,0,10,0.5,0.2,proportion,0.1,100,100,45,101,0.0009043129999994903
3,iterative,dual,cold,1,10,0.5,0.2,proportion,0.1,48,48,45,149,0.0012596729999998502
3,once,auto,cold,0,10,0.5,0.2,proportion,0.1,480,480,45,481,0.004273110000000635
3,iterative,auto,warm,0,10,0.5,0.2,proportion,0.1,100,100,45,101,0.00140996200000032
3,iterative,auto,warm,1,10,0.5,0.2,proportion,0.1,48,48,45,149,0.002304245000000371
3,iterative,auto,warm,2,10,0.5,0.2,proportion,0.1,48,48,45,197,0.0024849519999996517
3,iterative,auto,warm,3,10,0.5,0.2,proportion,0.1,48,13,45,210,0.0019421719999996867
3,iterative,auto,cold,0,10,0.5,0.2,proportion,0.1,100,100,45,101,0.0013365539999998788
3,iterative,auto,cold,1,10,0.5,0.2,proportion,0.1,48,48,45,149,0.001395757000000053
4,once,dual,cold,0,10,0.8,0.1,proportion,0.01,480,480,45,481,0.002276226999999409
4,iterative,dual,warm,0,10,0.8,0.1,proportion,0.01,100,100,45,101,0.0012973659999993004
4,iterative,dual,warm,1,10,0.8,0.1,proportion,0.01,4,4,45,105,0.0009271959999992418
4,iterative,dual,cold,0,10,0.8,0.1,proportion,0.01,100,100,45,101,0.0010230870000000891
4,iterative,dual,cold,1,10,0.8,0.1,proportion,0.01,4,4,45,105,0.0007586900000005059
4,iterative,dual,cold,2,10,0.8,0.1,proportion,0.01,4,4,45,109,0.0004093469999997268
4,iterative,dual,cold,3,10,0.8,0.1,proportion,0.01,4,4,45,113,0.0004027650000004712
4,once,auto,cold,0,10,0.8,0.1,proportion,0.01,480,480,45,481,0.0022796610000002104
4,iterative,auto,warm,0,10,0.8,0.1,proportion,0.01,100,100,45,101,0.0010338639999991628
4,iterative,auto,warm,1,10,0.8,0.1,proportion,0.01,4,4,45,105,0.0008864089999995883
4,iterative,auto,cold,0,10,0.8,0.1,proportion,0.01,100,100,45,101,0.0011255560000007492
4,iterative,auto,cold,1,10,0.8,0.1,proportion,0.01,4,4,45,105,0.00036368499999994697
5,once,dual,cold,0,10,0.8,0.1,proportion,0.1,480,480,45,481,0.003961583999999796
5,iterative,dual,warm,0,10,0.8,0.1,proportion,0.1,100,100,45,101,0.0011773179999998717
5,iterative,dual,warm,1,10,0.8,0.1,proportion,0.1,48,48,45,149,0.0014299749999997502
5,iterative,dual,warm,2,10,0.8,0.1,proportion,0.1,48,18,45,167,0.0017840670000000003
5,iterative,dual,cold,0,10,0.8,0.1,proportion,0.1,100,100,45,101,0.0010711340000000291
5,iterative,dual,cold,1,10,0.8,0.1,proportion,0.1,48,27,45,128,0.0006464799999994497
5,iterative,dual,cold,2,10,0.8,0.1,proportion,0.1,48,8,45,136,0.00032988599999939083
5,iterative,dual,cold,3,10,0.8,0.1,proportion,0.1,48,7,45,143,0.00030142600000004904
5,once,auto,cold,0,10,0.8,0.1,proportion,0.1,480,480,45,481,0.003947505999999379
5,iterative,auto,warm,0,10,0.8,0.1,proportion,0.1,100,100,45,101,0.0013944629999995684
5,iterative,auto,warm,1,10,0.8,0.1,proportion,0.1,48,44,45,145,0.0016323199999996874
5,iterative,auto,cold,0,10,0.8,0.1,proportion,0.1,100,100,45,101,0.001205531000000093
5,iterative,auto,cold,1,10,0.8,0.1,proportion,0.1,48,37,45,138,0.0008229179999998948
5,iterative,auto,cold,2,10,0.8,0.1,proportion,0.1,48,14,45,152,0.0012660890000004699
5,iterative,auto,cold,3,10,0.8,0.1,proportion,0.1,48,14,45,166,0.00036409800000036796
5,iterative,auto,cold,4,10,0.8,0.1,proportion,0.1,48,8,45,174,0.0005580800000002384
6,once,dual,cold,0,10,0.8,0.2,proportion,0.01,480,480,45,481,0.002363079000000212
6,iterative,dual,warm,0,10,0.8,0.2,proportion,0.01,100,100,45,101,0.0009891560000001576
6,iterative,dual,warm,1,10,0.8,0.2,proportion,0.01,4,4,45,105,0.0013056640000002062
6,iterative,dual,warm,2,10,0.8,0.2,proportion,0.01,4,4,45,109,0.0010331809999994945
6,iterative,dual,cold,0,10,0.8,0.2,proportion,0.01,100,100,45,101,0.001029884999999453
6,once,auto,cold,0,10,0.8,0.2,proportion,0.01,480,480,45,481,0.0023631899999996264
6,iterative,auto,warm,0,10,0.8,0.2,proportion,0.01,100,100,45,101,0.0008493910000000326
6,iterative,auto,cold,0,10,0.8,0.2,proportion,0.01,100,100,45,101,0.0011716460000004147
6,iterative,auto,cold,1,10,0.8,0.2,proportion,0.01,4,4,45,105,0.0002710790000000074
6,iterative,auto,cold,2,10,0.8,0.2,proportion,0.01,4,4,45,109,0.0007806730000003981
6,iterative,auto,cold,3,10,0.8,0.2,proportion,0.01,4,4,45,113,0.00022247000000064077
6,iterative,auto,cold,4,10,0.8,0.2,proportion,0.01,4,4,45,117,0.00021904799999994395
6,iterative,auto,cold,5,10,0.8,0.2,proportion,0.01,4,4,45,121,0.0002229380000002834
6,iterative,auto,cold,6,10,0.8,0.2,proportion,0.01,4,4,45,125,0.00022405500000033385
6,iterative,auto,cold,7,10,0.8,0.2,proportion,0.01,4,4,45,129,0.00022216800000052217
6,iterative,auto,cold,8,10,0.8,0.2,proportion,0.01,4,2,45,131,0.0002205379999997703
7,once,dual,cold,0,10,0.8,0.2,proportion,0.1,480,480,45,481,0.0023157259999999624
7,iterative,dual,warm,0,10,0.8,0.2,proportion,0.1,100,100,45,101,0.0007579789999994091
7,iterative,dual,warm,1,10,0.8,0.2,proportion,0.1,48,38,45,139,0.0010387700000000777
7,iterative,dual,cold,0,10,0.8,0.2,proportion,0.1,100,100,45,101,0.0007830229999994387
7,iterative,dual,cold,1,10,0.8,0.2,proportion,0.1,48,32,45,133,0.0003689489999993967
7,once,auto,cold,0,10,0.8,0.2,proportion,0.1,480,480,45,481,0.0022738369999997232
7,iterative,auto,warm,0,10,0.8,0.2,proportion,0.1,100,100,45,101,0.0009705829999999693
7,iterative,auto,warm,1,10,0.8,0.2,proportion,0.1,48,48,45,149,0.0008519910000002184
7,iterative,auto,cold,0,10,0.8,0.2,proportion,0.1,100,100,45,101,0.0007332469999994373
7,iterative,auto,cold,1,10,0.8,0.2,proportion,0.1,48,14,45,115,0.0002562159999994762
8,once,dual,cold,0,10,0.5,0.1,proportion,0.01,480,480,45,481,0.0036867510000000436
8,iterative,dual,warm,0,10,0.5,0.1,proportion,0.01,100,100,45,101,0.0013628690000002663
8,iterative,dual,warm,1,10,0.5,0.1,proportion,0.01,4,4,45,105,0.001342478999999841
8,iterative,dual,warm,2,10,0.5,0.1,proportion,0.01,4,4,45,109,0.0012926779999995475
8,iterative,dual,cold,0,10,0.5,0.1,proportion,0.01,100,100,45,101,0.0013020440000000022
8,iterative,dual,cold,1,10,0.5,0.1,proportion,0.01,4,4,45,105,0.0003794590000003595
8,iterative,dual,cold,2,10,0.5,0.1,proportion,0.01,4,4,45,109,0.0006950200000002127
8,iterative,dual,cold,3,10,0.5,0.1,proportion,0.01,4,4,45,113,0.00046727800000034847
8,iterative,dual,cold,4,10,0.5,0.1,proportion,0.01,4,4,45,117,0.0003337130000007349
8,once,auto,cold,0,10,0.5,0.1,proportion,0.01,480,480,45,481,0.003694070000000771
8,iterative,auto,warm,0,10,0.5,0.1,proportion,0.01,100,100,45,101,0.001503497000000742
8,iterative,auto,warm,1,10,0.5,0.1,proportion,0.01,4,4,45,105,0.0015010840000000414
8,iterative,auto,warm,2,10,0.5,0.1,proportion,0.01,4,4,45,109,0.0016606189999999188
8,iterative,auto,warm,3,10,0.5,0.1,proportion,0.01,4,4,45,113,0.001752081999999433
