solve_id,solve_type,method,warm_start,sub_solve_id,n,p,q,cut_type,cut_value,cuts_sought,cuts_added,variables,constraints,cpu_time
0,once,dual,cold,0,10,0.5,0.1,fixed,1000,480,480,45,481,0.0036767140000000254
0,iterative,dual,warm,0,10,0.5,0.1,fixed,1000,100,100,45,101,0.0010133699999999024
0,iterative,dual,cold,0,10,0.5,0.1,fixed,1000,100,100,45,101,0.0010242950000001194
0,once,auto,cold,0,10,0.5,0.1,fixed,1000,480,480,45,481,0.002972698000000218
0,iterative,auto,warm,0,10,0.5,0.1,fixed,1000,100,100,45,101,0.001236061000000177
0,iterative,auto,warm,1,10,0.5,0.1,fixed,1000,1000,62,45,163,0.0007661230000000074
0,iterative,auto,cold,0,10,0.5,0.1,fixed,1000,100,100,45,101,0.0009905859999999045
0,iterative,auto,cold,1,10,0.5,0.1,fixed,1000,1000,35,45,136,0.0014152620000000837
0,iterative,auto,cold,2,10,0.5,0.1,fixed,1000,1000,45,45,181,0.0011252599999997948
1,once,dual,cold,0,10,0.5,0.2,fixed,1000,480,480,45,481,0.004851182999999981
1,iterative,dual,warm,0,10,0.5,0.2,fixed,1000,100,100,45,101,0.0013372449999997649
1,iterative,dual,warm,1,10,0.5,0.2,fixed,1000,1000,73,45,174,0.0014888939999999629
1,iterative,dual,cold,0,10,0.5,0.2,fixed,1000,100,100,45,101,0.0014035149999997998
1,iterative,dual,cold,1,10,0.5,0.2,fixed,1000,1000,69,45,170,0.002291811000000088
1,iterative,dual,cold,2,10,0.5,0.2,fixed,1000,1000,10,45,180,0.002456218999999926
1,once,auto,cold,0,10,0.5,0.2,fixed,1000,480,480,45,481,0.004826058999999994
1,iterative,auto,warm,0,10,0.5,0.2,fixed,1000,100,100,45,101,0.0011991250000003006
1,iterative,auto,warm,1,10,0.5,0.2,fixed,1000,1000,78,45,179,0.0012862209999999763
1,iterative,auto,cold,0,10,0.5,0.2,fixed,1000,100,100,45,101,0.0013254269999998236
1,iterative,auto,cold,1,10,0.5,0.2,fixed,1000,1000,80,45,181,0.0020734200000003256
2,once,dual,cold,0,10,0.8,0.1,fixed,1000,480,480,45,481,0.0025593920000002157
2,iterative,dual,warm,0,10,0.8,0.1,fixed,1000,100,100,45,101,0.0009292369999998051
2,iterative,dual,cold,0,10,0.8,0.1,fixed,1000,100,100,45,101,0.0009195360000000541
2,once,auto,cold,0,10,0.8,0.1,fixed,1000,480,480,45,481,0.002558785999999813
2,iterative,auto,warm,0,10,0.8,0.1,fixed,1000,100,100,45,101,0.0009066299999997973
2,iterative,auto,cold,0,10,0.8,0.1,fixed,1000,100,100,45,101,0.0010610560000001712
2,iterative,auto,cold,1,10,0.8,0.1,fixed,1000,1000,47,45,148,0.0010069669999999142
3,once,dual,cold,0,10,0.8,0.2,fixed,1000,480,480,45,481,0.0023062439999996798
3,iterative,dual,warm,0,10,0.8,0.2,fixed,1000,100,100,45,101,0.0010391650000003416
3,iterative,dual,warm,1,10,0.8,0.2,fixed,1000,1000,34,45,135,0.0004232550000002888
3,iterative,dual,cold,0,10,0.8,0.2,fixed,1000,100,100,45,101,0.0012353219999998721
3,iterative,dual,cold,1,10,0.8,0.2,fixed,1000,1000,50,45,151,0.000999474999999972
3,once,auto,cold,0,10,0.8,0.2,fixed,1000,480,480,45,481,0.0023062880000002117
3,iterative,auto,warm,0,10,0.8,0.2,fixed,1000,100,100,45,101,0.0012051920000000216
3,iterative,auto,warm,1,10,0.8,0.2,fixed,1000,1000,14,45,115,0.0003562150000000486
3,iterative,auto,cold,0,10,0.8,0.2,fixed,1000,100,100,45,101,0.0010213880000002895
3,iterative,auto,cold,1,10,0.8,0.2,fixed,1000,1000,44,45,145,0.0013331789999999621
4,once,dual,cold,0,10,0.5,0.1,fixed,1000,480,480,45,481,0.0059950620000002175
4,iterative,dual,warm,0,10,0.5,0.1,fixed,1000,100,100,45,101,0.0012916080000002772
4,iterative,dual,warm,1,10,0.5,0.1,fixed,1000,1000,72,45,173,0.0013445650000001308
4,iterative,dual,warm,2,10,0.5,0.1,fixed,1000,1000,10,45,183,0.0011254090000001327
4,iterative,dual,warm,3,10,0.5,0.1,fixed,1000,1000,8,45,191,0.0005583559999999821
4,iterative,dual,cold,0,10,0.5,0.1,fixed,1000,100,100,45,101,0.001106628000000054
4,iterative,dual,cold,1,10,0.5,0.1,fixed,1000,1000,30,45,131,0.001749714999999874
4,iterative,dual,cold,2,10,0.5,0.1,fixed,1000,1000,32,45,163,0.0027301729999997804
4,iterative,dual,cold,3,10,0.5,0.1,fixed,1000,1000,20,45,183,0.0026208969999999
4,iterative,dual,cold,4,10,0.5,0.1,fixed,1000,1000,8,45,191,0.0027617300000000178
4,once,auto,cold,0,10,0.5,0.1,fixed,1000,480,480,45,481,0.00599182900000006
4,iterative,auto,warm,0,10,0.5,0.1,fixed,1000,100,100,45,101,0.0011189129999999992
4,iterative,auto,warm,1,10,0.5,0.1,fixed,1000,1000,63,45,164,0.0023500169999999265
4,iterative,auto,warm,2,10,0.5,0.1,fixed,1000,1000,45,45,209,0.0013650430000002878
4,iterative,auto,warm,3,10,0.5,0.1,fixed,1000,1000,15,45,224,0.0004396110000000064
4,iterative,auto,warm,4,10,0.5,0.1,fixed,1000,1000,8,45,232,0.0005002300000001014
4,iterative,auto,cold,0,10,0.5,0.1,fixed,1000,100,100,45,101,0.0011648860000001982
4,iterative,auto,cold,1,10,0.5,0.1,fixed,1000,1000,77,45,178,0.002393645999999805
4,iterative,auto,cold,2,10,0.5,0.1,fixed,1000,1000,27,45,205,0.002682463999999829
5,once,dual,cold,0,10,0.5,0.2,fixed,1000,480,480,45,481,0.003499405000000344
5,iterative,dual,warm,0,10,0.5,0.2,fixed,1000,100,100,45,101,0.0013182449999993295
5,iterative,dual,warm,1,10,0.5,0.2,fixed,1000,1000,7,45,108,0.000229745000000392
5,iterative,dual,cold,0,10,0.5,0.2,fixed,1000,100,100,45,101,0.0012167119999997311
5,iterative,dual,cold,1,10,0.5,0.2,fixed,1000,1000,40,45,141,0.0014614450000003387
5,once,auto,cold,0,10,0.5,0.2,fixed,1000,480,480,45,481,0.0034646299999998575
5,iterative,auto,warm,0,10,0.5,0.2,fixed,1000,100,100,45,101,0.001181013000000064
5,iterative,auto,warm,1,10,0.5,0.2,fixed,1000,1000,24,45,125,0.0003885119999997855
5,iterative,auto,cold,0,10,0.5,0.2,fixed,1000,100,100,45,101,0.001253551999999658
5,iterative,auto,cold,1,10,0.5,0.2,fixed,1000,1000,22,45,123,0.0016299649999993449
5,iterative,auto,cold,2,10,0.5,0.2,fixed,1000,1000,67,45,190,0.0016051519999997765
6,once,dual,cold,0,10,0.8,0.1,fixed,1000,480,480,45,481,0.002572462999999914
6,iterative,dual,warm,0,10,0.8,0.1,fixed,1000,100,100,45,101,0.0011216950000001447
6,iterative,dual,warm,1,10,0.8,0.1,fixed,1000,1000,44,45,145,0.0005334210000000894
6,iterative,dual,cold,0,10,0.8,0.1,fixed,1000,100,100,45,101,0.001299683999999246
6,iterative,dual,cold,1,10,0.8,0.1,fixed,1000,1000,72,45,173,0.0012970210000000648
6,once,auto,cold,0,10,0.8,0.1,fixed,1000,480,480,45,481,0.002528086000000762
6,iterative,auto,warm,0,10,0.8,0.1,fixed,1000,100,100,45,101,0.001040047000000044
6,iterative,auto,warm,1,10,0.8,0.1,fixed,1000,1000,43,45,144,0.00044234500000062127
6,iterative,auto,cold,0,10,0.8,0.1,fixed,1000,100,100,45,101,0.001204403999999215
6,iterative,auto,cold,1,10,0.8,0.1,fixed,1000,1000,24,45,125,0.0010331890000001565
7,once,dual,cold,0,10,0.8,0.2,fixed,1000,480,480,45,481,0.002385738999999276
7,iterative,dual,warm,0,10,0.8,0.2,fixed,1000,100,100,45,101,0.001123663000000441
7,iterative,dual,warm,1,10,0.8,0.2,fixed,1000,1000,48,45,149,0.0005875250000002552
7,iterative,dual,cold,0,10,0.8,0.2,fixed,1000,100,100,45,101,0.0008549739999992312
7,iterative,dual,cold,1,10,0.8,0.2,fixed,1000,1000,34,45,135,0.0008047099999997087
7,once,auto,cold,0,10,0.8,0.2,fixed,1000,480,480,45,481,0.002375134000000223
7,iterative,auto,warm,0,10,0.8,0.2,fixed,1000,100,100,45,101,0.0010103700000003712
7,iterative,auto,warm,1,10,0.8,0.2,fixed,1000,1000,32,45,133,0.0006896579999997599
7,iterative,auto,cold,0,10,0.8,0.2,fixed,1000,100,100,45,101,0.0007830179999999132
7,iterative,auto,cold,1,10,0.8,0.2,fixed,1000,1000,8,45,109,0.0006882929999996179
8,once,dual,cold,0,10,0.5,0.1,fixed,1000,480,480,45,481,0.0032217779999994534
8,iterative,dual,warm,0,10,0.5,0.1,fixed,1000,100,100,45,101,0.0012654009999994997
8,iterative,dual,warm,1,10,0.5,0.1,fixed,1000,1000,78,45,179,0.0004336059999996422
8,iterative,dual,cold,0,10,0.5,0.1,fixed,1000,100,100,45,101,0.0012673110000003263
8,iterative,dual,cold,1,10,0.5,0.1,fixed,1000,1000,57,45,158,0.001280608000000072
8,once,auto,cold,0,10,0.5,0.1,fixed,1000,480,480,45,481,0.00319599100000012
8,iterative,auto,warm,0,10,0.5,0.1,fixed,1000,100,100,45,101,0.0012356970000002576
8,iterative,auto,warm,1,10,0.5,0.1,fixed,1000,1000,72,45,173,0.0007433280000004316
8,iterative,auto,cold,0,10,0.5,0.1,fixed,1000,100,100,45,101,0.0013780020000000448
8,iterative,auto,cold,1,10,0.5,0.1,fixed,1000,1000,71,45,172,0.001310696
9,once,dual,cold,0,10,0.5,0.2,fixed,1000,480,480,45,481,0.005873086999999444
9,iterative,dual,warm,0,10,0.5,0.2,fixed,1000,100,100,45,101,0.0014782640000001734
9,iterative,dual,warm,1,10,0.5,0.2,fixed,1000,1000,84,45,185,0.002426257999999848
